Município Acidente;Ano;Mês;Sexo;Turno Acidente;Tipo de Acidente;Meio de Locomoção da Vítima;Faixa Etária;Latitude Acidente;Longitude Acidente
SILVEIRAS;2017;3;MASCULINO;TARDE;OUTROS;MOTOCICLETA;70-74;NAO DISPONIVEL;NAO DISPONIVEL 
SOCORRO;2017;3;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;NAO DISPONIVEL;-22.6730673206;-46.5598459859
SOROCABA;2017;3;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.504837;-47.48001
SOROCABA;2017;3;FEMININO;NAO DISPONIVEL;COLISAO;PEDESTRE;75-79;-23.487708;-47.492477
SOROCABA;2017;3;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;60-64;-23.485783;-47.489126
SOROCABA;2017;3;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;25-29;-23.503523;-47.452444
SOROCABA;2017;3;MASCULINO;MADRUGADA;COLISAO;ONIBUS;25-29;-23.4587570704;-47.4064471349
SOROCABA;2017;3;MASCULINO;MANHA;COLISAO;MOTOCICLETA;25-29;-23.458626;-47.437905
SOROCABA;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-23.5105349805;-47.3396543593
SOROCABA;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;-23.375172449;-47.526074562
SOROCABA;2017;3;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;40-44;-23.5137572974;-47.3258498662
SOROCABA;2017;3;MASCULINO;TARDE;COLISAO;MOTOCICLETA;35-39;-23.5334441507;-47.5042391662
SUZANO;2017;3;MASCULINO;NAO DISPONIVEL;OUTROS;MOTOCICLETA;18-24;-23.49793;-46.33072
SUZANO;2017;3;MASCULINO;NOITE;COLISAO;BICICLETA;18-24;-23.63013399;-46.309185526
SUZANO;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;45-49;-23.5835432194;-46.3553261091
SUZANO;2017;3;MASCULINO;TARDE;OUTROS;BICICLETA;65-69;-23.525277;-46.30615
TABOAO DA SERRA;2017;3;MASCULINO;MANHA;COLISAO;MOTOCICLETA;18-24;-23.6247459771;-46.7874811007
TAIUVA;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;-21.09867;-48.39866
TANABI;2017;3;FEMININO;NAO DISPONIVEL;OUTROS;AUTOMOVEL;80 ou mais;-20.6171809758;-49.6677960828
TAPIRAI;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.9797761892;-47.5093395724
TATUI;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;35-39;-23.3961808388;-47.7650805164
TAUBATE;2017;3;FEMININO;NOITE;COLISAO;AUTOMOVEL;18-24;-23.1892217208;-45.4596871495
TAUBATE;2017;3;MASCULINO;NAO DISPONIVEL;NAO DISPONIVEL;MOTOCICLETA;70-74;NAO DISPONIVEL;NAO DISPONIVEL 
TAUBATE;2017;3;MASCULINO;NOITE;COLISAO;BICICLETA;55-59;-22.994257;-45.528799
TAUBATE;2017;3;MASCULINO;TARDE;COLISAO;AUTOMOVEL;50-54;-23.142013769;-45.4940383
TEODORO SAMPAIO;2017;3;MASCULINO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;55-59;NAO DISPONIVEL;NAO DISPONIVEL 
TIETE;2017;3;MASCULINO;NOITE;COLISAO;AUTOMOVEL;50-54;NAO DISPONIVEL;NAO DISPONIVEL 
TIETE;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;-23.1186316345;-47.7118820567
TIETE;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;-23.1186316345;-47.7118820567
TUPA;2017;3;MASCULINO;MANHA;COLISAO;BICICLETA;65-69;-21.939754;-50.497342
TUPA;2017;3;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;18-24;-21.937335;-50.488924
URUPES;2017;3;MASCULINO;TARDE;COLISAO;AUTOMOVEL;50-54;-21.218529112;-49.3523736365
URUPES;2017;3;MASCULINO;TARDE;COLISAO;AUTOMOVEL;65-69;-21.218529112;-49.3523736365
VALINHOS;2017;3;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;30-34;-23.001061736;-47.010106183
VARGEM GRANDE DO SUL;2017;3;MASCULINO;TARDE;COLISAO;AUTOMOVEL;55-59;-21.8294113676;-46.8785900132
VARGEM GRANDE PAULISTA;2017;3;MASCULINO;TARDE;COLISAO;MOTOCICLETA;40-44;-23.6125290444;-47.0030449558
VINHEDO;2017;3;FEMININO;NOITE;COLISAO;AUTOMOVEL;70-74;-23.112032726;-47.002000809
VINHEDO;2017;3;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;25-29;-23.068341;-46.98838
VISTA ALEGRE DO ALTO;2017;3;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;35-39;-21.159475389;-48.641863429
VOTORANTIM;2017;3;FEMININO;TARDE;OUTROS;MOTOCICLETA;25-29;-23.595445;-47.351225
VOTUPORANGA;2017;3;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;60-64;-21.135136;-48.977713
VOTUPORANGA;2017;3;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;18-24;NAO DISPONIVEL;NAO DISPONIVEL 
