,Município Acidente,Ano,Mês,Sexo,Turno Acidente,Tipo de Acidente,Meio de Locomoção da Vítima,Faixa Etária,Latitude Acidente,Longitude Acidente
1356,Sao Paulo,2016,12,Masculino,Madrugada,Colisão,Automóvel,30-34,-23.696304,-46.668563
1357,Sao Paulo,2016,12,Masculino,Noite,Colisão,Motocicleta,30-34,-23.481476,-46.682846
1358,Sao Paulo,2016,12,Feminino,Noite,Atropelamento,Pedestre,35-39,-23.604176,-46.642862
1359,Sao Paulo,2016,12,Feminino,Noite,Atropelamento,Pedestre,35-39,-23.5831868083,-46.7750740781
1360,Sao Paulo,2016,12,Feminino,Tarde,Atropelamento,Pedestre,35-39,-23.5850222913,-46.7422669699
1361,Sao Paulo,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,35-39,-23.649283,-46.676679
1362,Sao Paulo,2016,12,Masculino,Madrugada,Choque,Automóvel,35-39,-23.574881,-46.729895
1363,Sao Paulo,2016,12,Masculino,Madrugada,Colisão,Motocicleta,35-39,-23.622247,-46.760553
1364,Sao Paulo,2016,12,Masculino,Madrugada,Colisão,Motocicleta,35-39,-23.488305,-46.434576
1365,Sao Paulo,2016,12,Masculino,Manhã,Choque,Motocicleta,35-39,-23.589856,-46.588464
1366,Sao Paulo,2016,12,Masculino,Manhã,Colisão,Motocicleta,35-39,-23.542904,-46.48162
1367,Sao Paulo,2016,12,Masculino,Não Disponível,Atropelamento,Pedestre,35-39,-23.4842104592,-46.7700576238
1368,Sao Paulo,2016,12,Masculino,Tarde,Colisão,Motocicleta,35-39,-23.578311,-46.499818
1369,Sao Paulo,2016,12,Não Disponível,Tarde,Outros,Motocicleta,35-39,-23.492179,-46.452851
1370,Sao Paulo,2016,12,Feminino,Madrugada,Choque,Motocicleta,40-44,-23.675279,-46.755939
1371,Sao Paulo,2016,12,Masculino,Madrugada,Não Especificado,Não Especificado,40-44,Não Disponível,Não Disponível 
1372,Sao Paulo,2016,12,Masculino,Não Disponível,Atropelamento,Pedestre,40-44,-23.770095,-46.724937
1373,Sao Paulo,2016,12,Masculino,Tarde,Choque,Motocicleta,40-44,-23.726053,-46.78909
1374,Sao Paulo,2016,12,Masculino,Tarde,Colisão,Motocicleta,40-44,-23.642287,-46.448496
1375,Sao Paulo,2016,12,Feminino,Noite,Atropelamento,Pedestre,45-49,-23.536254,-46.582823
1376,Sao Paulo,2016,12,Masculino,Manhã,Colisão,Motocicleta,45-49,-23.448863,-46.70202
1377,Sao Paulo,2016,12,Masculino,Manhã,Outros,Motocicleta,45-49,-23.452110175,-46.7866594176
1378,Sao Paulo,2016,12,Masculino,Noite,Atropelamento,Pedestre,45-49,-23.679979,-46.776577
1379,Sao Paulo,2016,12,Masculino,Noite,Atropelamento,Pedestre,45-49,-23.418526807,-46.5792768098
1380,Sao Paulo,2016,12,Masculino,Noite,Colisão,Motocicleta,45-49,-23.826884,-46.729567
1381,Sao Paulo,2016,12,Masculino,Noite,Outros,Automóvel,45-49,-23.544389,-46.469078
1382,Sao Paulo,2016,12,Masculino,Tarde,Colisão,Motocicleta,45-49,-23.645981,-46.752814
1383,Sao Paulo,2016,12,Masculino,Manhã,Colisão,Motocicleta,50-54,-23.538019,-46.486573
1384,Sao Paulo,2016,12,Masculino,Noite,Atropelamento,Pedestre,50-54,-23.736671,-46.693915
1385,Sao Paulo,2016,12,Masculino,Noite,Choque,Automóvel,50-54,-23.4783203072,-46.5599929826
1386,Sao Paulo,2016,12,Masculino,Noite,Não Especificado,Não Especificado,50-54,Não Disponível,Não Disponível 
1387,Sao Paulo,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,55-59,-23.47592,-46.645354
1388,Sao Paulo,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,55-59,Não Disponível,Não Disponível 
1389,Sao Paulo,2016,12,Masculino,Manhã,Atropelamento,Pedestre,55-59,-23.739642,-46.688439
1390,Sao Paulo,2016,12,Masculino,Manhã,Choque,Automóvel,60-64,-23.550293,-46.510132
1391,Sao Paulo,2016,12,Feminino,Manhã,Atropelamento,Pedestre,65-69,-23.628458,-46.769933
1392,Sao Paulo,2016,12,Masculino,Noite,Atropelamento,Pedestre,65-69,-23.676677,-46.643364
1393,Sao Paulo,2016,12,Masculino,Noite,Atropelamento,Pedestre,70-74,-23.548752,-46.732602
1394,Sao Paulo,2016,12,Masculino,Noite,Atropelamento,Pedestre,70-74,-23.524811,-46.628955
1395,Sao Paulo,2016,12,Masculino,Tarde,Atropelamento,Pedestre,70-74,-23.549927283,-46.631977458
1396,Sao Paulo,2016,12,Masculino,Tarde,Colisão,Pedestre,70-74,-23.542266,-46.5771
1397,Sao Paulo,2016,12,Feminino,Noite,Atropelamento,Pedestre,75-79,-23.45746,-46.681929
1398,Sao Paulo,2016,12,Masculino,Tarde,Atropelamento,Pedestre,75-79,-23.610078,-46.474511
1399,Sao Paulo,2016,12,Feminino,Manhã,Atropelamento,Pedestre,80 Ou Mais,-23.521012,-46.586659
1400,Sao Paulo,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,80 Ou Mais,-23.673142,-46.643737
1401,Sao Paulo,2016,12,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-23.542088,-46.425274
1402,Sao Paulo,2016,12,Feminino,Noite,Colisão,Motocicleta,Não Disponível,-23.592966,-46.692368
1403,Sao Paulo,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,Não Disponível,Não Disponível,Não Disponível 
1404,Sao Paulo,2016,12,Masculino,Manhã,Atropelamento,Pedestre,Não Disponível,-23.513856,-46.57678
1405,Sao Paulo,2016,12,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-23.61039,-46.697861
1406,Sao Paulo,2017,1,Masculino,Madrugada,Colisão,Motocicleta,0-17,-23.686706,-46.790011
1407,Sao Paulo,2017,1,Masculino,Manhã,Atropelamento,Pedestre,0-17,-23.621696,-46.733569
1408,Sao Paulo,2017,1,Masculino,Não Disponível,Choque,Motocicleta,0-17,-23.50631,-46.376659
1409,Sao Paulo,2017,1,Masculino,Noite,Atropelamento,Pedestre,0-17,Não Disponível,Não Disponível 
1410,Sao Paulo,2017,1,Masculino,Noite,Colisão,Motocicleta,0-17,-23.740218,-46.664499
1411,Sao Paulo,2017,1,Masculino,Noite,Colisão,Motocicleta,0-17,-23.499852486,-46.754524112
1412,Sao Paulo,2017,1,Masculino,Noite,Outros,Motocicleta,0-17,-23.482217,-46.665609
1413,Sao Paulo,2017,1,Feminino,Manhã,Não Disponível,Não Disponível,18-24,Não Disponível,Não Disponível 
1414,Sao Paulo,2017,1,Masculino,Madrugada,Colisão,Automóvel,18-24,-23.628069,-46.590867
1415,Sao Paulo,2017,1,Masculino,Não Disponível,Atropelamento,Pedestre,18-24,-23.506332,-46.46834
1416,Sao Paulo,2017,1,Masculino,Noite,Choque,Motocicleta,18-24,-23.678253,-46.639493
1417,Sao Paulo,2017,1,Masculino,Noite,Colisão,Motocicleta,18-24,-23.535077,-46.428448
1418,Sao Paulo,2017,1,Masculino,Madrugada,Choque,Motocicleta,25-29,-23.76396,-46.707593
1419,Sao Paulo,2017,1,Masculino,Madrugada,Colisão,Motocicleta,25-29,-23.684116,-46.714521
1420,Sao Paulo,2017,1,Masculino,Madrugada,Colisão,Motocicleta,25-29,-23.418526807,-46.5792768098
1421,Sao Paulo,2017,1,Masculino,Madrugada,Não Disponível,Motocicleta,25-29,-23.647981,-46.65279
1422,Sao Paulo,2017,1,Masculino,Não Disponível,Não Disponível,Motocicleta,25-29,Não Disponível,Não Disponível 
1423,Sao Paulo,2017,1,Masculino,Noite,Atropelamento,Pedestre,25-29,-23.571463,-46.537242
1424,Sao Paulo,2017,1,Masculino,Noite,Colisão,Motocicleta,25-29,-23.671531,-46.779853
1425,Sao Paulo,2017,1,Masculino,Manhã,Colisão,Motocicleta,30-34,Não Disponível,Não Disponível 
1426,Sao Paulo,2017,1,Masculino,Noite,Choque,Motocicleta,30-34,-23.51984,-46.63673
1427,Sao Paulo,2017,1,Feminino,Noite,Atropelamento,Pedestre,35-39,-23.502909,-46.51206
1428,Sao Paulo,2017,1,Masculino,Tarde,Colisão,Motocicleta,35-39,-23.6467276521,-46.7471654038
1429,Sao Paulo,2017,1,Masculino,Tarde,Colisão,Motocicleta,35-39,-23.4449806827,-46.7784567147
1430,Sao Paulo,2017,1,Feminino,Noite,Atropelamento,Pedestre,40-44,-23.550133,-46.573292
1431,Sao Paulo,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,40-44,-23.48096,-46.628939
1432,Sao Paulo,2017,1,Masculino,Madrugada,Colisão,Automóvel,40-44,-23.507052,-46.749681
1433,Sao Paulo,2017,1,Masculino,Madrugada,Colisão,Onibus,40-44,-23.58665,-46.72428
1434,Sao Paulo,2017,1,Masculino,Não Disponível,Outros,Bicicleta,40-44,-23.533468,-46.539274
1435,Sao Paulo,2017,1,Masculino,Noite,Choque,Bicicleta,40-44,-23.658459,-46.652325
1436,Sao Paulo,2017,1,Masculino,Noite,Outros,Automóvel,40-44,-23.526524,-46.5537
1437,Sao Paulo,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-23.594169,-46.423102
1438,Sao Paulo,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-23.619317,-46.506746
1439,Sao Paulo,2017,1,Masculino,Madrugada,Colisão,Caminhão,45-49,-23.3938754238,-46.7683314433
1440,Sao Paulo,2017,1,Masculino,Madrugada,Não Disponível,Motocicleta,45-49,-23.5853372166,-46.7643269193
1441,Sao Paulo,2017,1,Masculino,Manhã,Outros,Bicicleta,45-49,Não Disponível,Não Disponível 
1442,Sao Paulo,2017,1,Masculino,Não Disponível,Não Disponível,Não Disponível,45-49,Não Disponível,Não Disponível 
1443,Sao Paulo,2017,1,Masculino,Tarde,Colisão,Motocicleta,45-49,-23.4449806827,-46.7784567147
1444,Sao Paulo,2017,1,Masculino,Manhã,Não Disponível,Não Disponível,50-54,-23.439279693,-46.7693630968
1445,Sao Paulo,2017,1,Masculino,Noite,Atropelamento,Pedestre,50-54,-23.599284,-46.514067
1446,Sao Paulo,2017,1,Masculino,Noite,Não Disponível,Motocicleta,50-54,-23.587635,-46.59119
1447,Sao Paulo,2017,1,Feminino,Manhã,Choque,Motocicleta,55-59,-23.48922,-46.413201
1448,Sao Paulo,2017,1,Feminino,Tarde,Atropelamento,Pedestre,55-59,-23.486323,-46.69279
1449,Sao Paulo,2017,1,Feminino,Tarde,Não Disponível,Não Disponível,55-59,-23.66625,-46.656269
1450,Sao Paulo,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,55-59,Não Disponível,Não Disponível 
1451,Sao Paulo,2017,1,Masculino,Madrugada,Colisão,Automóvel,55-59,-23.506326,-46.4885
1452,Sao Paulo,2017,1,Feminino,Manhã,Atropelamento,Pedestre,60-64,-23.648039,-46.779052
1453,Sao Paulo,2017,1,Feminino,Manhã,Atropelamento,Pedestre,60-64,-23.604104,-46.397218
1454,Sao Paulo,2017,1,Masculino,Manhã,Atropelamento,Pedestre,60-64,Não Disponível,Não Disponível 
1455,Sao Paulo,2017,1,Feminino,Manhã,Atropelamento,Pedestre,65-69,-23.606559,-46.502522
1456,Sao Paulo,2017,1,Feminino,Tarde,Choque,Automóvel,65-69,-23.675116,-46.666088
1457,Sao Paulo,2017,1,Masculino,Manhã,Atropelamento,Pedestre,65-69,-23.546006,-46.735083
1458,Sao Paulo,2017,1,Feminino,Manhã,Atropelamento,Pedestre,70-74,-23.64516,-46.714926
1459,Sao Paulo,2017,1,Feminino,Não Disponível,Atropelamento,Pedestre,70-74,Não Disponível,Não Disponível 
1460,Sao Paulo,2017,1,Feminino,Tarde,Atropelamento,Pedestre,75-79,-23.439278,-46.572134
1461,Sao Paulo,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,80 Ou Mais,-23.651375,-46.790841
1462,Sao Paulo,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,Não Disponível,-23.438764,-46.721538
1463,Sao Paulo,2017,1,Masculino,Manhã,Atropelamento,Pedestre,Não Disponível,-23.621703,-46.733574
1464,Sao Paulo,2017,1,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-23.536608,-46.729293
1465,Sao Paulo,2017,1,Masculino,Noite,Colisão,Automóvel,Não Disponível,-23.619304,-46.723279
1466,Sao Paulo,2017,2,Feminino,Madrugada,Colisao,Automovel,0-17,-23.601387,-46.526152
1467,Sao Paulo,2017,2,Masculino,Madrugada,Colisao,Automovel,0-17,-23.601387,-46.526152
1468,Sao Paulo,2017,2,Masculino,Madrugada,Outros,Motocicleta,0-17,Não Disponível,Não Disponível
1469,Sao Paulo,2017,2,Masculino,Não Disponível,Atropelamento,Pedestre,0-17,Não Disponível,Não Disponível
1470,Sao Paulo,2017,2,Masculino,Noite,Choque,Motocicleta,0-17,-23.667451,-46.761914
1471,Sao Paulo,2017,2,Masculino,Noite,Colisao,Motocicleta,0-17,-23.4942522822,-46.4645321086
1472,Sao Paulo,2017,2,Masculino,Tarde,Nao Disponivel,Motocicleta,0-17,-23.441821,-46.707397
1473,Sao Paulo,2017,2,Masculino,Madrugada,Atropelamento,Pedestre,18-24,-23.6145193105,-46.501838772
1474,Sao Paulo,2017,2,Masculino,Madrugada,Choque,Automovel,18-24,-23.4576861402,-46.571258847
1475,Sao Paulo,2017,2,Masculino,Madrugada,Choque,Motocicleta,18-24,-23.6325955473,-46.7393032165
1476,Sao Paulo,2017,2,Masculino,Madrugada,Colisao,Motocicleta,18-24,-23.626269,-46.619149
1477,Sao Paulo,2017,2,Masculino,Manhã,Choque,Motocicleta,18-24,-23.513219,-46.443761
1478,Sao Paulo,2017,2,Masculino,Manhã,Colisao,Motocicleta,18-24,-23.6881805472,-46.6445874682
1479,Sao Paulo,2017,2,Masculino,Tarde,Colisao,Motocicleta,18-24,-23.7104037733,-46.6599865835
1480,Sao Paulo,2017,2,Feminino,Manhã,Choque,Automovel,25-29,-23.569479,-46.71604
1481,Sao Paulo,2017,2,Feminino,Não Disponível,Nao Disponivel,Nao Disponivel,25-29,-23.5732490052,-46.71228591
1482,Sao Paulo,2017,2,Masculino,Manhã,Nao Disponivel,Bicicleta,25-29,-23.631441,-46.748821
1483,Sao Paulo,2017,2,Masculino,Noite,Choque,Automovel,25-29,-23.674238,-46.788006
1484,Sao Paulo,2017,2,Masculino,Noite,Colisao,Motocicleta,25-29,-23.638993,-46.779796
1485,Sao Paulo,2017,2,Masculino,Tarde,Colisao,Motocicleta,25-29,-23.708089,-46.627093
1486,Sao Paulo,2017,2,Feminino,Manhã,Outros,Automovel,30-34,-23.499749,-46.536467
1487,Sao Paulo,2017,2,Masculino,Noite,Atropelamento,Pedestre,30-34,-23.5812563826,-46.5719439175
1488,Sao Paulo,2017,2,Masculino,Noite,Colisao,Bicicleta,30-34,-23.6191450967,-46.4939381127
1489,Sao Paulo,2017,2,Masculino,Noite,Outros,Motocicleta,30-34,-23.612292,-46.607306
1490,Sao Paulo,2017,2,Masculino,Tarde,Atropelamento,Pedestre,30-34,-23.5537446031,-46.6457318084
1491,Sao Paulo,2017,2,Masculino,Tarde,Choque,Motocicleta,30-34,-23.4998221629,-46.5279710569
1492,Sao Paulo,2017,2,Masculino,Tarde,Choque,Nao Disponivel,30-34,-23.652028,-46.725004
1493,Sao Paulo,2017,2,Feminino,Manhã,Outros,Automovel,35-39,-23.499749,-46.536467
1494,Sao Paulo,2017,2,Feminino,Noite,Atropelamento,Pedestre,35-39,-23.6777740491,-46.6829804996
1495,Sao Paulo,2017,2,Masculino,Madrugada,Atropelamento,Pedestre,35-39,-23.628879113,-46.641378488
1496,Sao Paulo,2017,2,Masculino,Noite,Atropelamento,Pedestre,35-39,-23.4493240764,-46.5695177789
1497,Sao Paulo,2017,2,Masculino,Noite,Outros,Motocicleta,35-39,-23.4881551791,-46.507881389
1498,Sao Paulo,2017,2,Feminino,Madrugada,Atropelamento,Pedestre,40-44,-23.6521443419,-46.7055172863
1499,Sao Paulo,2017,2,Masculino,Madrugada,Choque,Automovel,40-44,-23.5013268027,-46.382908601
1500,Sao Paulo,2017,2,Masculino,Noite,Atropelamento,Pedestre,40-44,-23.5225266257,-46.4948081887
1501,Sao Paulo,2017,2,Feminino,Manhã,Colisao,Motocicleta,45-49,-23.7413319165,-46.7058965489
1502,Sao Paulo,2017,2,Masculino,Madrugada,Colisao,Motocicleta,45-49,-23.481476,-46.716301
1503,Sao Paulo,2017,2,Masculino,Manhã,Atropelamento,Pedestre,45-49,-23.584988,-46.742269
1504,Sao Paulo,2017,2,Masculino,Noite,Atropelamento,Pedestre,45-49,-23.604579,-46.508969
1505,Sao Paulo,2017,2,Masculino,Noite,Atropelamento,Pedestre,45-49,-23.444332,-46.707669
1506,Sao Paulo,2017,2,Masculino,Noite,Colisao,Motocicleta,45-49,-23.592978,-46.406695
1507,Sao Paulo,2017,2,Masculino,Madrugada,Colisao,Motocicleta,50-54,-23.551021,-46.724294
1508,Sao Paulo,2017,2,Masculino,Não Disponível,Atropelamento,Pedestre,50-54,-23.494136,-46.415527
1509,Sao Paulo,2017,2,Masculino,Noite,Atropelamento,Pedestre,50-54,-23.6064511325,-46.5937069059
1510,Sao Paulo,2017,2,Masculino,Tarde,Atropelamento,Pedestre,50-54,-23.4500051039,-46.7105503418
1511,Sao Paulo,2017,2,Masculino,Tarde,Atropelamento,Pedestre,50-54,-23.6897229766,-46.6457820569
1512,Sao Paulo,2017,2,Masculino,Madrugada,Choque,Motocicleta,55-59,-23.5951415947,-46.4394618119
1513,Sao Paulo,2017,2,Masculino,Tarde,Colisao,Motocicleta,55-59,-23.541013947,-46.6027299359
1514,Sao Paulo,2017,2,Feminino,Manhã,Atropelamento,Pedestre,60-64,-23.612032,-46.463733
1515,Sao Paulo,2017,2,Feminino,Tarde,Atropelamento,Pedestre,60-64,-23.51754,-46.680907
1516,Sao Paulo,2017,2,Masculino,Manhã,Atropelamento,Pedestre,60-64,Não Disponível,Não Disponível
1517,Sao Paulo,2017,2,Masculino,Não Disponível,Atropelamento,Pedestre,60-64,Não Disponível,Não Disponível
1518,Sao Paulo,2017,2,Feminino,Noite,Atropelamento,Pedestre,65-69,-23.4022876213,-46.7479275507
1519,Sao Paulo,2017,2,Masculino,Manhã,Atropelamento,Pedestre,65-69,-23.543439244,-46.635822628
1520,Sao Paulo,2017,2,Masculino,Não Disponível,Outros,Pedestre,65-69,Não Disponível,Não Disponível
1521,Sao Paulo,2017,2,Masculino,Noite,Atropelamento,Pedestre,65-69,Não Disponível,Não Disponível
1522,Sao Paulo,2017,2,Masculino,Noite,Atropelamento,Pedestre,65-69,Não Disponível,Não Disponível
1523,Sao Paulo,2017,2,Masculino,Tarde,Atropelamento,Pedestre,65-69,-23.5054067962,-46.521686585
1524,Sao Paulo,2017,2,Feminino,Madrugada,Choque,Automovel,70-74,-23.650622,-46.760358
1525,Sao Paulo,2017,2,Feminino,Noite,Atropelamento,Pedestre,70-74,-23.517912,-46.455929
1526,Sao Paulo,2017,2,Masculino,Não Disponível,Atropelamento,Pedestre,70-74,Não Disponível,Não Disponível
1527,Sao Paulo,2017,2,Feminino,Tarde,Atropelamento,Pedestre,75-79,-23.5918262115,-46.5019300212
1528,Sao Paulo,2017,2,Masculino,Manhã,Atropelamento,Pedestre,75-79,-23.551173,-46.43657
1529,Sao Paulo,2017,2,Feminino,Manhã,Atropelamento,Pedestre,80 Ou Mais,-23.6388348452,-46.7616129951
1530,Sao Paulo,2017,2,Feminino,Manhã,Atropelamento,Pedestre,80 Ou Mais,-23.469625,-46.686266
1531,Sao Paulo,2017,2,Feminino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-23.575589087,-46.641198955
1532,Sao Paulo,2017,2,Masculino,Manhã,Atropelamento,Pedestre,80 Ou Mais,-23.552587,-46.503713
1533,Sao Paulo,2017,2,Masculino,Noite,Atropelamento,Pedestre,80 Ou Mais,-23.5407207064,-46.6044030605
1534,Sao Paulo,2017,2,Masculino,Tarde,Choque,Automovel,80 Ou Mais,-23.5815785929,-46.644166788
1535,Sao Paulo,2017,2,Feminino,Manhã,Atropelamento,Pedestre,Não Disponível,-23.4576861402,-46.571258847
1536,Sao Paulo,2017,2,Masculino,Madrugada,Atropelamento,Pedestre,Não Disponível,-23.5605477521,-46.6434380857
1537,Sao Paulo,2017,2,Masculino,Madrugada,Atropelamento,Pedestre,Não Disponível,-23.5391624242,-46.470208718
1538,Sao Paulo,2017,2,Masculino,Madrugada,Colisao,Motocicleta,Não Disponível,-23.490814,-46.574442
1539,Sao Paulo,2017,2,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-23.56052,-46.567616
1540,Sao Paulo,2017,3,Masculino,Madrugada,Choque,Motocicleta,0-17,-23.7547801919,-46.6748607904
1541,Sao Paulo,2017,3,Masculino,Madrugada,Colisao,Motocicleta,0-17,-23.6455401199,-46.6590423209
1542,Sao Paulo,2017,3,Masculino,Manha,Colisao,Onibus,0-17,-23.746099,-46.664076
1543,Sao Paulo,2017,3,Masculino,Manha,Colisao,Onibus,0-17,-23.746099,-46.664076
1544,Sao Paulo,2017,3,Masculino,Noite,Atropelamento,Pedestre,0-17,-23.752724,-46.697034
1545,Sao Paulo,2017,3,Feminino,Noite,Choque,Automovel,18-24,-23.600021,-46.676989
1546,Sao Paulo,2017,3,Feminino,Tarde,Atropelamento,Pedestre,18-24,-23.555352,-46.626816
1547,Sao Paulo,2017,3,Feminino,Tarde,Atropelamento,Pedestre,18-24,-23.606679,-46.665275
1548,Sao Paulo,2017,3,Masculino,Madrugada,Choque,Motocicleta,18-24,NAO DISPONIVEL,NAO DISPONIVEL 
1549,Sao Paulo,2017,3,Masculino,Madrugada,Outros,Motocicleta,18-24,NAO DISPONIVEL,NAO DISPONIVEL 
1550,Sao Paulo,2017,3,Masculino,Manha,Colisao,Onibus,18-24,-23.746099,-46.664076
1551,Sao Paulo,2017,3,Masculino,Manha,Colisao,Onibus,18-24,-23.746099,-46.664076
1552,Sao Paulo,2017,3,Masculino,Manha,Outros,Motocicleta,18-24,-23.691194,-46.787717
1553,Sao Paulo,2017,3,Masculino,Manha,Outros,Motocicleta,18-24,-23.508060538,-46.70604897
1554,Sao Paulo,2017,3,Masculino,Noite,Choque,Motocicleta,18-24,-23.523919,-46.457235
1555,Sao Paulo,2017,3,Masculino,Noite,Choque,Motocicleta,18-24,-23.467731,-46.694984
1556,Sao Paulo,2017,3,Masculino,Noite,Colisao,Motocicleta,18-24,-23.523712052,-46.606388286
1557,Sao Paulo,2017,3,Masculino,Noite,Colisao,Motocicleta,18-24,-23.629573,-46.618442
1558,Sao Paulo,2017,3,Masculino,Noite,Colisao,Motocicleta,18-24,-23.58181,-46.518686
1559,Sao Paulo,2017,3,Masculino,Noite,Colisao,Motocicleta,18-24,-23.801514,-46.627923
1560,Sao Paulo,2017,3,Masculino,Noite,Outros,Motocicleta,18-24,-23.739373,-46.666922
1561,Sao Paulo,2017,3,Masculino,Tarde,Colisao,Motocicleta,18-24,-23.572168,-46.403112
1562,Sao Paulo,2017,3,Masculino,Madrugada,Colisao,Automovel,25-29,-23.532302,-46.551341
1563,Sao Paulo,2017,3,Masculino,Madrugada,Colisao,Motocicleta,25-29,-23.651372,-46.669589
1564,Sao Paulo,2017,3,Masculino,Manha,Outros,Motocicleta,25-29,-23.578831,-46.646933
1565,Sao Paulo,2017,3,Masculino,Noite,Atropelamento,Pedestre,25-29,-23.496471,-46.442089
1566,Sao Paulo,2017,3,Masculino,Noite,Colisao,Motocicleta,25-29,-23.685791,-46.71464
1567,Sao Paulo,2017,3,Masculino,Noite,Colisao,Motocicleta,25-29,-23.550610754,-46.725099777
1568,Sao Paulo,2017,3,Masculino,Madrugada,Colisao,Bicicleta,30-34,NAO DISPONIVEL,NAO DISPONIVEL 
1569,Sao Paulo,2017,3,Masculino,Noite,Atropelamento,Pedestre,30-34,-23.590394,-46.736615
1570,Sao Paulo,2017,3,Masculino,Noite,Colisao,Bicicleta,30-34,-23.517648,-46.584939
1571,Sao Paulo,2017,3,Masculino,Madrugada,Atropelamento,Pedestre,35-39,-23.541745,-46.415893
1572,Sao Paulo,2017,3,Masculino,Manha,Choque,Motocicleta,35-39,-23.59415,-46.742965
1573,Sao Paulo,2017,3,Masculino,Manha,Colisao,Motocicleta,35-39,-23.497988,-46.46235
1574,Sao Paulo,2017,3,Masculino,Manha,Colisao,Motocicleta,35-39,-23.611907,-46.723931
1575,Sao Paulo,2017,3,Masculino,Nao Disponivel,Choque,Automovel,35-39,-23.6533347617,-46.7775193826
1576,Sao Paulo,2017,3,Masculino,Noite,Nao Disponivel,Motocicleta,35-39,NAO DISPONIVEL,NAO DISPONIVEL 
1577,Sao Paulo,2017,3,Masculino,Madrugada,Colisao,Automovel,40-44,-23.535080667,-46.548264075
1578,Sao Paulo,2017,3,Masculino,Madrugada,Colisao,Bicicleta,40-44,-23.4783203072,-46.5599929826
1579,Sao Paulo,2017,3,Masculino,Manha,Nao Disponivel,Motocicleta,40-44,-23.583818,-46.716203
1580,Sao Paulo,2017,3,Masculino,Noite,Outros,Automovel,40-44,NAO DISPONIVEL,NAO DISPONIVEL 
1581,Sao Paulo,2017,3,Feminino,Manha,Atropelamento,Pedestre,45-49,-23.5592762221,-46.5609511377
1582,Sao Paulo,2017,3,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-23.677178,-46.758505
1583,Sao Paulo,2017,3,Masculino,Madrugada,Colisao,Motocicleta,45-49,NAO DISPONIVEL,NAO DISPONIVEL 
1584,Sao Paulo,2017,3,Masculino,Manha,Colisao,Motocicleta,45-49,-23.654817,-46.716598
1585,Sao Paulo,2017,3,Masculino,Nao Disponivel,Nao Disponivel,Motocicleta,45-49,NAO DISPONIVEL,NAO DISPONIVEL 
1586,Sao Paulo,2017,3,Masculino,Tarde,Atropelamento,Pedestre,45-49,-23.656455,-46.763097
1587,Sao Paulo,2017,3,Masculino,Tarde,Atropelamento,Pedestre,45-49,-23.510897,-46.437665
1588,Sao Paulo,2017,3,Masculino,Tarde,Atropelamento,Pedestre,45-49,-23.6135417397,-46.4557964963
1589,Sao Paulo,2017,3,Feminino,Noite,Atropelamento,Pedestre,50-54,-23.515188,-46.69195
1590,Sao Paulo,2017,3,Feminino,Tarde,Atropelamento,Pedestre,50-54,-23.618258,-46.604291
1591,Sao Paulo,2017,3,Masculino,Manha,Atropelamento,Pedestre,50-54,-23.578598,-46.442975
1592,Sao Paulo,2017,3,Masculino,Manha,Outros,Motocicleta,50-54,-23.578004,-46.514996
1593,Sao Paulo,2017,3,Masculino,Tarde,Atropelamento,Pedestre,50-54,-23.586021176,-46.51655375
1594,Sao Paulo,2017,3,Masculino,Tarde,Atropelamento,Pedestre,50-54,-23.6425826765,-46.7381452169
1595,Sao Paulo,2017,3,Masculino,Tarde,Choque,Bicicleta,50-54,-23.452228,-46.601319
1596,Sao Paulo,2017,3,Masculino,Manha,Atropelamento,Pedestre,55-59,-23.644809,-46.700486
1597,Sao Paulo,2017,3,Masculino,Manha,Atropelamento,Pedestre,55-59,-23.52644,-46.397713
1598,Sao Paulo,2017,3,Feminino,Noite,Atropelamento,Pedestre,60-64,-23.557982,-46.690112
1599,Sao Paulo,2017,3,Feminino,Tarde,Atropelamento,Pedestre,60-64,-23.598298,-46.644057
1600,Sao Paulo,2017,3,Masculino,Manha,Atropelamento,Pedestre,60-64,-23.673702,-46.677403
1601,Sao Paulo,2017,3,Masculino,Noite,Atropelamento,Pedestre,60-64,-23.5642882631,-46.6910789869
1602,Sao Paulo,2017,3,Feminino,Manha,Atropelamento,Pedestre,65-69,-23.5190844697,-46.5760659414
1603,Sao Paulo,2017,3,Feminino,Tarde,Atropelamento,Pedestre,65-69,-23.815152,-46.735343
