Município Acidente;Ano;Mês;Sexo;Turno Acidente;Tipo de Acidente;Meio de Locomoção da Vítima;Faixa Etária;Latitude Acidente;Longitude Acidente
PILAR DO SUL;2017;2;FEMININO;MADRUGADA;CHOQUE;AUTOMOVEL;40-44;-23.802050327;-47.801138652
PINDAMONHANGABA;2017;2;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;65-69;-22.958978;-45.407575
PINDAMONHANGABA;2017;2;MASCULINO;MANHÃ;COLISAO;BICICLETA;70-74;-22.9344832889;-45.4592292173
PINDAMONHANGABA;2017;2;MASCULINO;NOITE;NAO DISPONIVEL;MOTOCICLETA;30-34;-22.9816595355;-45.4633534079
PINHALZINHO;2017;2;MASCULINO;NOITE;COLISAO;AUTOMOVEL;70-74;-22.7767064928;-46.5632462322
PINHALZINHO;2017;2;MASCULINO;NOITE;COLISAO;MOTOCICLETA;50-54;-22.7924531363;-46.5554377425
PIRACICABA;2017;2;FEMININO;MANHÃ;COLISAO;AUTOMOVEL;45-49;-22.702832;-47.648452
PIRACICABA;2017;2;FEMININO;NOITE;COLISAO;BICICLETA;0-17;-22.757675;-47.653576
PIRACICABA;2017;2;MASCULINO;MANHÃ;COLISAO;MOTOCICLETA;18-24;-22.6748266594;-47.7420547383
PIRACICABA;2017;2;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;25-29;Não Disponível;Não Disponível
PIRACICABA;2017;2;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;25-29;-22.7436008735;-47.7180354119
PIRACICABA;2017;2;MASCULINO;TARDE;COLISAO;MOTOCICLETA;0-17;-22.749213;-47.685167
PIRACICABA;2017;2;MASCULINO;TARDE;OUTROS;AUTOMOVEL;45-49;-22.758645;-47.947705
PITANGUEIRAS;2017;2;FEMININO;NOITE;OUTROS;AUTOMOVEL;18-24;-20.9805434722;-48.2772934038
PITANGUEIRAS;2017;2;FEMININO;NOITE;OUTROS;AUTOMOVEL;18-24;-20.9805434722;-48.2772934038
PITANGUEIRAS;2017;2;FEMININO;NOITE;OUTROS;AUTOMOVEL;18-24;-20.9805434722;-48.2772934038
POA;2017;2;FEMININO;MADRUGADA;CHOQUE;AUTOMOVEL;50-54;-23.51092;-46.337689
POA;2017;2;FEMININO;MADRUGADA;CHOQUE;AUTOMOVEL;Não Disponível;-23.51092;-46.337689
PORANGABA;2017;2;MASCULINO;MADRUGADA;COLISAO;CAMINHAO;45-49;-23.236433681;-48.130406068
PORTO FERREIRA;2017;2;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;18-24;-21.86019646;-47.472073268
PRAIA GRANDE;2017;2;MASCULINO;Não Disponível;OUTROS;BICICLETA;50-54;Não Disponível;Não Disponível
PRAIA GRANDE;2017;2;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;25-29;-24.032543;-46.50768
PRAIA GRANDE;2017;2;MASCULINO;NOITE;COLISAO;MOTOCICLETA;35-39;-24.018448627;-46.471646917
PRAIA GRANDE;2017;2;MASCULINO;TARDE;COLISAO;AUTOMOVEL;60-64;-24.045506;-46.530207
PRAIA GRANDE;2017;2;MASCULINO;TARDE;COLISAO;MOTOCICLETA;45-49;-24.03475015;-46.5285810816
PRESIDENTE PRUDENTE;2017;2;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;-22.130812;-51.386227
RAFARD;2017;2;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;25-29;-23.039898;-47.532744
RANCHARIA;2017;2;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;-22.2192401907;-50.9131878961
RIBEIRAO PIRES;2017;2;FEMININO;NOITE;COLISAO;MOTOCICLETA;18-24;-23.690341;-46.392869
RIBEIRAO PIRES;2017;2;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;45-49;-22.7006309528;-47.1474380208
RIBEIRAO PIRES;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;18-24;-23.6984612266;-46.40215399
RIBEIRAO PIRES;2017;2;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;-23.690341;-46.392869
RIBEIRAO PRETO;2017;2;MASCULINO;MANHÃ;COLISAO;BICICLETA;65-69;-21.1688557549;-47.8031846329
RIBEIRAO PRETO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;MOTOCICLETA;18-24;-21.172785594;-47.794332415
RIBEIRAO PRETO;2017;2;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;-21.1773795944;-47.8440570339
RIBEIRAO PRETO;2017;2;MASCULINO;TARDE;COLISAO;MOTOCICLETA;18-24;-21.141116;-47.795817
RIBEIRAO PRETO;2017;2;MASCULINO;TARDE;COLISAO;MOTOCICLETA;25-29;-21.1933325637;-47.7543739903
RIBEIRAO PRETO;2017;2;MASCULINO;TARDE;COLISAO;MOTOCICLETA;35-39;-21.1158320833;-47.8255539055
RIBEIRAO PRETO;2017;2;MASCULINO;TARDE;COLISAO;MOTOCICLETA;65-69;-21.221734743;-47.7820562208
RINCAO;2017;2;MASCULINO;NOITE;OUTROS;MOTOCICLETA;0-17;Não Disponível;Não Disponível
RIO CLARO;2017;2;MASCULINO;MANHÃ;COLISAO;NAO DISPONIVEL;70-74;-22.394759;-47.572523
RIO CLARO;2017;2;MASCULINO;NOITE;COLISAO;MOTOCICLETA;30-34;-22.356389662;-47.545413163
RIO CLARO;2017;2;MASCULINO;NOITE;OUTROS;MOTOCICLETA;40-44;-22.2879;-47.548917
SALTO;2017;2;FEMININO;NOITE;COLISAO;MOTOCICLETA;35-39;-23.163961308;-47.2651799267
SALTO GRANDE;2017;2;MASCULINO;TARDE;OUTROS;AUTOMOVEL;18-24;-22.873999604;-49.971905362
Santa Barbara d'Oeste;2017;2;FEMININO;MANHÃ;COLISAO;MOTOCICLETA;18-24;-22.741869;-47.359403
SANTA CRUZ DO RIO PARDO;2017;2;MASCULINO;MADRUGADA;OUTROS;OUTROS;80 ou mais;-22.9529988764;-49.6267471588
SANTA FE DO SUL;2017;2;MASCULINO;MANHÃ;COLISAO;MOTOCICLETA;30-34;-20.211026;-50.932282
SANTA GERTRUDES;2017;2;MASCULINO;TARDE;OUTROS;BICICLETA;30-34;Não Disponível;Não Disponível
SANTA ISABEL;2017;2;FEMININO;NOITE;CHOQUE;AUTOMOVEL;0-17;-23.299292;-46.23879
SANTA ISABEL;2017;2;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;40-44;-23.32435;-46.222507
SANTA MARIA DA SERRA;2017;2;MASCULINO;MANHÃ;COLISAO;AUTOMOVEL;55-59;-22.6005984572;-48.1625472232
SANTA RITA DO PASSA QUATRO;2017;2;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;18-24;-21.696478;-47.485066
SANTA RITA DO PASSA QUATRO;2017;2;MASCULINO;MADRUGADA;COLISAO;CAMINHAO;18-24;-21.75586031;-47.563843052
SANTO ANDRE;2017;2;FEMININO;NOITE;COLISAO;MOTOCICLETA;18-24;-23.6278435401;-46.5196529846
SANTO ANDRE;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;18-24;-23.656452;-46.49911
SANTO ANDRE;2017;2;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;40-44;-23.660732;-46.544734
SANTO ANDRE;2017;2;MASCULINO;TARDE;COLISAO;MOTOCICLETA;25-29;-23.703505;-46.503507
SANTOS;2017;2;MASCULINO;NOITE;OUTROS;MOTOCICLETA;25-29;-23.929472;-46.341938
SAO BERNARDO DO CAMPO;2017;2;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.785619;-46.531855
SAO BERNARDO DO CAMPO;2017;2;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;55-59;-23.759982;-46.606264
SAO BERNARDO DO CAMPO;2017;2;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;18-24;-23.745637;-46.5628
SAO BERNARDO DO CAMPO;2017;2;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;30-34;-23.803128914;-46.589508686
SAO BERNARDO DO CAMPO;2017;2;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;40-44;-23.7348254366;-46.5848073983
SAO BERNARDO DO CAMPO;2017;2;MASCULINO;MANHÃ;CHOQUE;AUTOMOVEL;18-24;-23.7113528669;-46.5641121035
SAO BERNARDO DO CAMPO;2017;2;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;35-39;-23.820652303;-46.5074057166
SAO JOAO DA BOA VISTA;2017;2;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;80 ou mais;-21.984498249;-46.7864082269
SAO JOAO DA BOA VISTA;2017;2;MASCULINO;Não Disponível;NAO DISPONIVEL;NAO DISPONIVEL;18-24;Não Disponível;Não Disponível
SAO JOSE DO RIO PARDO;2017;2;FEMININO;MANHÃ;COLISAO;AUTOMOVEL;25-29;-21.5996629932;-46.9377213146
SAO JOSE DO RIO PRETO;2017;2;FEMININO;MADRUGADA;OUTROS;MOTOCICLETA;25-29;Não Disponível;Não Disponível
SAO JOSE DO RIO PRETO;2017;2;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;50-54;Não Disponível;Não Disponível
SAO JOSE DO RIO PRETO;2017;2;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;30-34;Não Disponível;Não Disponível
SAO JOSE DO RIO PRETO;2017;2;MASCULINO;MANHÃ;COLISAO;MOTOCICLETA;40-44;-20.785929;-49.373376
SAO JOSE DO RIO PRETO;2017;2;MASCULINO;NOITE;COLISAO;AUTOMOVEL;18-24;-20.786110778;-49.3854945652
SAO JOSE DO RIO PRETO;2017;2;MASCULINO;TARDE;OUTROS;AUTOMOVEL;18-24;-20.794695;-49.355236
SAO JOSE DO RIO PRETO;2017;2;MASCULINO;TARDE;OUTROS;MOTOCICLETA;25-29;-20.789161;-49.389833
SAO JOSE DOS CAMPOS;2017;2;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;65-69;-23.174901;-45.830739
SAO JOSE DOS CAMPOS;2017;2;MASCULINO;MANHÃ;COLISAO;MOTOCICLETA;50-54;-23.1967527052;-45.8861703943
SAO JOSE DOS CAMPOS;2017;2;MASCULINO;MANHÃ;OUTROS;AUTOMOVEL;65-69;-23.2690502898;-45.8259411928
SAO JOSE DOS CAMPOS;2017;2;MASCULINO;TARDE;COLISAO;AUTOMOVEL;35-39;-23.2571809087;-45.8012979397
Sao Lourenco da Serra;2017;2;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;60-64;-23.8475079768;-46.9377246289
SAO PAULO;2017;2;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;40-44;-23.6521443419;-46.7055172863
SAO PAULO;2017;2;FEMININO;MADRUGADA;CHOQUE;AUTOMOVEL;70-74;-23.650622;-46.760358
SAO PAULO;2017;2;FEMININO;MADRUGADA;COLISAO;AUTOMOVEL;0-17;-23.601387;-46.526152
SAO PAULO;2017;2;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;60-64;-23.612032;-46.463733
SAO PAULO;2017;2;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.6388348452;-46.7616129951
SAO PAULO;2017;2;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.469625;-46.686266
SAO PAULO;2017;2;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.4576861402;-46.571258847
SAO PAULO;2017;2;FEMININO;MANHÃ;CHOQUE;AUTOMOVEL;25-29;-23.569479;-46.71604
SAO PAULO;2017;2;FEMININO;MANHÃ;COLISAO;MOTOCICLETA;45-49;-23.7413319165;-46.7058965489
SAO PAULO;2017;2;FEMININO;MANHÃ;OUTROS;AUTOMOVEL;30-34;-23.499749;-46.536467
SAO PAULO;2017;2;FEMININO;MANHÃ;OUTROS;AUTOMOVEL;35-39;-23.499749;-46.536467
SAO PAULO;2017;2;FEMININO;Não Disponível;NAO DISPONIVEL;NAO DISPONIVEL;25-29;-23.5732490052;-46.71228591
SAO PAULO;2017;2;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-23.6777740491;-46.6829804996
SAO PAULO;2017;2;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;-23.4022876213;-46.7479275507
SAO PAULO;2017;2;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;-23.517912;-46.455929
SAO PAULO;2017;2;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;60-64;-23.51754;-46.680907
SAO PAULO;2017;2;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;-23.5918262115;-46.5019300212
SAO PAULO;2017;2;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.575589087;-46.641198955
SAO PAULO;2017;2;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;18-24;-23.6145193105;-46.501838772
SAO PAULO;2017;2;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;35-39;-23.628879113;-46.641378488
SAO PAULO;2017;2;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.5605477521;-46.6434380857
SAO PAULO;2017;2;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.5391624242;-46.470208718
SAO PAULO;2017;2;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;18-24;-23.4576861402;-46.571258847
SAO PAULO;2017;2;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;40-44;-23.5013268027;-46.382908601
SAO PAULO;2017;2;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;18-24;-23.6325955473;-46.7393032165
SAO PAULO;2017;2;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;55-59;-23.5951415947;-46.4394618119
SAO PAULO;2017;2;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;0-17;-23.601387;-46.526152
SAO PAULO;2017;2;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;-23.626269;-46.619149
SAO PAULO;2017;2;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;45-49;-23.481476;-46.716301
SAO PAULO;2017;2;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;50-54;-23.551021;-46.724294
SAO PAULO;2017;2;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;Não Disponível;-23.490814;-46.574442
SAO PAULO;2017;2;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;0-17;Não Disponível;Não Disponível
SAO PAULO;2017;2;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;45-49;-23.584988;-46.742269
SAO PAULO;2017;2;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;60-64;Não Disponível;Não Disponível
SAO PAULO;2017;2;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;65-69;-23.543439244;-46.635822628
SAO PAULO;2017;2;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;75-79;-23.551173;-46.43657
SAO PAULO;2017;2;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.552587;-46.503713
SAO PAULO;2017;2;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;18-24;-23.513219;-46.443761
SAO PAULO;2017;2;MASCULINO;MANHÃ;COLISAO;MOTOCICLETA;18-24;-23.6881805472;-46.6445874682
SAO PAULO;2017;2;MASCULINO;MANHÃ;NAO DISPONIVEL;BICICLETA;25-29;-23.631441;-46.748821
SAO PAULO;2017;2;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;0-17;Não Disponível;Não Disponível
SAO PAULO;2017;2;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;50-54;-23.494136;-46.415527
SAO PAULO;2017;2;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;60-64;Não Disponível;Não Disponível
SAO PAULO;2017;2;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;70-74;Não Disponível;Não Disponível
SAO PAULO;2017;2;MASCULINO;Não Disponível;OUTROS;PEDESTRE;65-69;Não Disponível;Não Disponível
SAO PAULO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;30-34;-23.5812563826;-46.5719439175
SAO PAULO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-23.4493240764;-46.5695177789
SAO PAULO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;-23.5225266257;-46.4948081887
SAO PAULO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.604579;-46.508969
SAO PAULO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.444332;-46.707669
SAO PAULO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-23.6064511325;-46.5937069059
SAO PAULO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;Não Disponível;Não Disponível
SAO PAULO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;Não Disponível;Não Disponível
SAO PAULO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.5407207064;-46.6044030605
SAO PAULO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.56052;-46.567616
SAO PAULO;2017;2;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;25-29;-23.674238;-46.788006
SAO PAULO;2017;2;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;0-17;-23.667451;-46.761914
SAO PAULO;2017;2;MASCULINO;NOITE;COLISAO;BICICLETA;30-34;-23.6191450967;-46.4939381127
SAO PAULO;2017;2;MASCULINO;NOITE;COLISAO;MOTOCICLETA;0-17;-23.4942522822;-46.4645321086
SAO PAULO;2017;2;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;-23.638993;-46.779796
SAO PAULO;2017;2;MASCULINO;NOITE;COLISAO;MOTOCICLETA;45-49;-23.592978;-46.406695
SAO PAULO;2017;2;MASCULINO;NOITE;OUTROS;MOTOCICLETA;30-34;-23.612292;-46.607306
SAO PAULO;2017;2;MASCULINO;NOITE;OUTROS;MOTOCICLETA;35-39;-23.4881551791;-46.507881389
SAO PAULO;2017;2;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;30-34;-23.5537446031;-46.6457318084
SAO PAULO;2017;2;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;50-54;-23.4500051039;-46.7105503418
SAO PAULO;2017;2;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;50-54;-23.6897229766;-46.6457820569
SAO PAULO;2017;2;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;-23.5054067962;-46.521686585
SAO PAULO;2017;2;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;80 ou mais;-23.5815785929;-46.644166788
SAO PAULO;2017;2;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;30-34;-23.4998221629;-46.5279710569
SAO PAULO;2017;2;MASCULINO;TARDE;CHOQUE;NAO DISPONIVEL;30-34;-23.652028;-46.725004
SAO PAULO;2017;2;MASCULINO;TARDE;COLISAO;MOTOCICLETA;18-24;-23.7104037733;-46.6599865835
SAO PAULO;2017;2;MASCULINO;TARDE;COLISAO;MOTOCICLETA;25-29;-23.708089;-46.627093
SAO PAULO;2017;2;MASCULINO;TARDE;COLISAO;MOTOCICLETA;55-59;-23.541013947;-46.6027299359
SAO PAULO;2017;2;MASCULINO;TARDE;NAO DISPONIVEL;MOTOCICLETA;0-17;-23.441821;-46.707397
SAO ROQUE;2017;2;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;30-34;Não Disponível;Não Disponível
Sao Sebastiao da Grama;2017;2;MASCULINO;Não Disponível;COLISAO;AUTOMOVEL;35-39;-21.7053928497;-46.8452406722
SAO VICENTE;2017;2;FEMININO;NOITE;ATROPELAMENTO;MOTOCICLETA;50-54;-23.944622163;-46.463399139
SAO VICENTE;2017;2;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;35-39;-23.969023;-46.362065
SAO VICENTE;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;-23.988805;-46.491841
SERTAOZINHO;2017;2;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;30-34;-21.077071422;-47.901291376
SERTAOZINHO;2017;2;MASCULINO;Não Disponível;COLISAO;MOTOCICLETA;18-24;-21.153760193;-47.972346039
SERTAOZINHO;2017;2;MASCULINO;Não Disponível;COLISAO;MOTOCICLETA;60-64;-21.14548;-48.004409
SOCORRO;2017;2;MASCULINO;MANHÃ;COLISAO;MOTOCICLETA;30-34;Não Disponível;Não Disponível
SOROCABA;2017;2;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;35-39;-23.4685940223;-47.4222148084
SOROCABA;2017;2;FEMININO;MADRUGADA;OUTROS;MOTOCICLETA;40-44;-23.506596;-47.482914
SOROCABA;2017;2;FEMININO;MANHÃ;OUTROS;AUTOMOVEL;35-39;-23.444001;-47.52143
SOROCABA;2017;2;MASCULINO;MADRUGADA;NAO DISPONIVEL;MOTOCICLETA;25-29;Não Disponível;Não Disponível
SOROCABA;2017;2;MASCULINO;MANHÃ;OUTROS;AUTOMOVEL;18-24;-23.444001;-47.52143
SOROCABA;2017;2;MASCULINO;MANHÃ;OUTROS;AUTOMOVEL;30-34;-23.444001;-47.52143
SOROCABA;2017;2;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;45-49;-23.43926;-47.516177
SOROCABA;2017;2;MASCULINO;TARDE;OUTROS;MOTOCICLETA;30-34;Não Disponível;Não Disponível
SUMARE;2017;2;MASCULINO;TARDE;CHOQUE;OUTROS;18-24;-22.7956;-47.19439
SUZANO;2017;2;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;55-59;-23.526855;-46.304897
SUZANO;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;-23.549596;-46.293247
TABOAO DA SERRA;2017;2;MASCULINO;MANHÃ;COLISAO;MOTOCICLETA;18-24;-23.6077163524;-46.7665963358
TABOAO DA SERRA;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-23.6179630193;-46.8000202454
TABOAO DA SERRA;2017;2;MASCULINO;TARDE;COLISAO;MOTOCICLETA;30-34;-23.608518;-46.754167
TAIACU;2017;2;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;-21.14317;-48.513051
TATUI;2017;2;FEMININO;TARDE;COLISAO;MOTOCICLETA;40-44;-23.346789876;-47.8386285152
TATUI;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.35857865;-47.87735702
TATUI;2017;2;MASCULINO;NOITE;OUTROS;BICICLETA;60-64;-23.34295;-47.849479
TATUI;2017;2;MASCULINO;TARDE;COLISAO;CAMINHAO;35-39;-23.265048;-47.840685
TREMEMBE;2017;2;MASCULINO;Não Disponível;OUTROS;AUTOMOVEL;55-59;-22.992344;-45.563111
TUPA;2017;2;FEMININO;NOITE;OUTROS;MOTOCICLETA;45-49;-22.065542;-50.57424
TUPA;2017;2;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;30-34;-21.943687;-50.495193
TUPA;2017;2;MASCULINO;NOITE;OUTROS;MOTOCICLETA;30-34;-22.065542;-50.57424
UBARANA;2017;2;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;45-49;-21.1539641956;-49.7071757936
VALPARAISO;2017;2;MASCULINO;Não Disponível;NAO DISPONIVEL;AUTOMOVEL;18-24;Não Disponível;Não Disponível
VARGEM;2017;2;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;60-64;-22.887686135;-46.4119230193
VOTORANTIM;2017;2;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;25-29;-23.550285;-47.457564
VOTUPORANGA;2017;2;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;25-29;-20.352616;-49.98831
VOTUPORANGA;2017;2;MASCULINO;TARDE;COLISAO;CAMINHAO;50-54;-20.3916943797;-50.0121069111

