Município Acidente;Ano;Mês;Sexo;Turno Acidente;Tipo de Acidente;Meio de Locomoção da Vítima;Faixa Etária;Latitude Acidente;Longitude Acidente
Assis;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;25-29;-22.6973532833;-50.5137795172
Assis;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;50-54;-22.6973532833;-50.5137795172
Atibaia;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;-23.1597562936;-46.5735944964
Avanhandava;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;55-59;-21.469854;-49.94022
Avare;2016;12;FEMININO;MADRUGADA;COLISÃO;AUTOMÓVEL;18-24;-23.0397627416;-48.8789996099
Avare;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;18-24;-23.0397627416;-48.8789996099
Avare;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;50-54;-23.337138283;-46.836433411
Barra do Chapeu;2016;12;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;-24.470237;-49.024556
Barra do Chapeu;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;0-17;-24.470237;-49.024556
Barra do Turvo;2016;12;MASCULINO;NOITE;COLISÃO;ONIBUS;55-59;-24.932829265;-48.2828524794
Barretos;2016;12;FEMININO;TARDE;COLISÃO;MOTOCICLETA;0-17;-20.548553;-48.577003
Barretos;2016;12;MASCULINO;Não Disponível;NÃO ESPECIFICADO;AUTOMÓVEL;60-64;-20.4997665035;-48.5387048209
Barueri;2016;12;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;45-49;-23.511635;-46.853703
Barueri;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;-23.512864;-46.871068
Barueri;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;30-34;-23.508363489;-46.8265182693
Bauru;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;-22.332791;-49.086527
Bauru;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;40-44;-22.3230495958;-49.0523242608
Bauru;2016;12;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;18-24;-22.3479285888;-49.0281914083
Bauru;2016;12;MASCULINO;NOITE;COLISÃO;BICICLETA;50-54;-22.281685;-49.059717
Bauru;2016;12;MASCULINO;NOITE;OUTROS;MOTOCICLETA;0-17;-22.3383359321;-49.2930287561
Bebedouro;2016;12;MASCULINO;MANHÃ;CHOQUE;AUTOMÓVEL;55-59;-20.958905;-48.486863
Bebedouro;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;45-49;-20.951123764;-48.4990166449
Bebedouro;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;25-29;-20.9635314147;-48.4650114946
Bertioga;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;18-24;-23.7585360456;-45.8715720096
Birigui;2016;12;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;65-69;-21.296611;-50.323037
Birigui;2016;12;FEMININO;TARDE;COLISÃO;MOTOCICLETA;50-54;-21.251856;-50.314779
Birigui;2016;12;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;30-34;-21.265764;-50.327105
Biritiba Mirim;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;-23.56632807;-46.0235001789
Bocaina;2016;12;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;35-39;-22.0918145084;-48.4495466659
Bocaina;2016;12;MASCULINO;MANHÃ;OUTROS;MOTOCICLETA;18-24;-22.15558;-48.542962
Borborema;2016;12;FEMININO;TARDE;COLISÃO;AUTOMÓVEL;60-64;-21.6094177165;-49.140738027
Borborema;2016;12;MASCULINO;NOITE;NÃO ESPECIFICADO;NÃO ESPECIFICADO;60-64;-21.6094177165;-49.140738027
Botucatu;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;30-34;-22.940214;-48.441162
Botucatu;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;60-64;-22.87276;-48.433216
Botucatu;2016;12;MASCULINO;TARDE;NÃO ESPECIFICADO;NÃO ESPECIFICADO;30-34;-23.1443960187;-48.412679045
Braganca Paulista;2016;12;FEMININO;Não Disponível;NÃO ESPECIFICADO;NÃO ESPECIFICADO;55-59;Não Disponível;Não Disponível 
Braganca Paulista;2016;12;MASCULINO;MADRUGADA;COLISÃO;CAMINHÃO;40-44;-22.9483288807;-46.4784557476
Buri;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;0-17;-23.770381;-48.630878
Cabreuva;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;-23.306303;-47.131157
Cacapava;2016;12;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;-23.100173;-45.698352
Cacapava;2016;12;FEMININO;TARDE;COLISÃO;AUTOMÓVEL;60-64;-23.1692325211;-45.7079752167
Cacapava;2016;12;FEMININO;TARDE;OUTROS;MOTOCICLETA;18-24;-23.1088016402;-45.7008709638
Cacapava;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;45-49;-23.081884082;-45.6613419512
Cacapava;2016;12;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;55-59;-23.1692325211;-45.7079752167
Cacapava;2016;12;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;70-74;-23.1692325211;-45.7079752167
Cachoeira Paulista;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;18-24;-22.6500091712;-44.9587549649
Caieiras;2016;12;MASCULINO;MADRUGADA;COLISÃO;CAMINHÃO;18-24;-23.3780834863;-46.7724285914
Caieiras;2016;12;MASCULINO;MADRUGADA;COLISÃO;CAMINHÃO;25-29;-23.3780834863;-46.7724285914
Cajamar;2016;12;MASCULINO;MADRUGADA;CHOQUE;AUTOMÓVEL;30-34;-23.2980764731;-46.8614430489
Cajamar;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;60-64;-23.3272169978;-46.8244653192
Cajati;2016;12;MASCULINO;MANHÃ;CHOQUE;NÃO ESPECIFICADO;Não Disponível;-24.8582418678;-48.211381656
Cajati;2016;12;MASCULINO;Não Disponível;NÃO ESPECIFICADO;BICICLETA;Não Disponível;-24.730004785;-48.107580829
CAJURU;2016;12;MASCULINO;MADRUGADA;OUTROS;NÃO ESPECIFICADO;60-64;-21.273054701;-47.290552575
Campinas;2016;12;FEMININO;MADRUGADA;COLISÃO;AUTOMÓVEL;18-24;-22.7808207053;-47.0253990039
Campinas;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;80 ou mais;Não Disponível;Não Disponível 
Campinas;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;30-34;-22.871167;-47.155991
Campinas;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;18-24;-22.906010734;-47.1060250468
Campinas;2016;12;MASCULINO;MANHÃ;NÃO ESPECIFICADO;AUTOMÓVEL;75-79;Não Disponível;Não Disponível 
Campinas;2016;12;MASCULINO;Não Disponível;NÃO ESPECIFICADO;MOTOCICLETA;40-44;-22.906010734;-47.1060250468
Campinas;2016;12;MASCULINO;NOITE;CHOQUE;AUTOMÓVEL;55-59;-22.9468190978;-47.0897178492
Campinas;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;25-29;-22.9035265752;-47.008458319
Campinas;2016;12;MASCULINO;TARDE;CHOQUE;AUTOMÓVEL;70-74;-22.993375;-47.116013
Campinas;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;18-24;-23.038594;-47.128018
Campinas;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;45-49;-22.853174022;-47.043345497
Campinas;2016;12;MASCULINO;TARDE;NÃO ESPECIFICADO;MOTOCICLETA;25-29;-22.849335;-47.126394
Campos do Jordao;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;50-54;-22.73475;-45.586773
Carapicuiba;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;18-24;-23.56565519;-46.8414466022
Carapicuiba;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;30-34;-23.55566;-46.823586
Carapicuiba;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;-23.552063889;-46.820413889
Carapicuiba;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.549238;-46.840232
Carapicuiba;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.540716667;-46.818063889
Carapicuiba;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;40-44;-23.5635154049;-46.820256328
Carapicuiba;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;45-49;-23.5635154049;-46.820256328
Castilho;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;25-29;-20.960575;-51.504924
Catanduva;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-21.127636;-49.007143
Catanduva;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;45-49;-21.151061;-48.989747
Catanduva;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;65-69;-21.2078366824;-48.9992205587
Cedral;2016;12;MASCULINO;Não Disponível;COLISÃO;MOTOCICLETA;55-59;-20.9159561303;-49.2854583569
Cerquilho;2016;12;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;30-34;-23.176007;-47.715687
Cotia;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.6032486988;-46.9214614714
Cravinhos;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;50-54;-21.347747;-47.724582
Cruzeiro;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-22.602596377;-45.0108511145
Cubatao;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;-23.922714;-46.423009
Cubatao;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;35-39;-23.9039562193;-46.4258969732
Cubatao;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;0-17;-23.919591;-46.4238
Descalvado;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;18-24;-21.908936;-47.587906
Diadema;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;25-29;-23.731938;-46.620164
Diadema;2016;12;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;35-39;-23.712916;-46.600033
Diadema;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;25-29;-23.685344;-46.620642
Diadema;2016;12;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;50-54;-23.695414;-46.600621
Dumont;2016;12;MASCULINO;MANHÃ;COLISÃO;AUTOMÓVEL;60-64;-21.2287368302;-47.9463170461
Embu das Artes;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;18-24;-23.6620185411;-46.8525164801
Estiva Gerbi;2016;12;MASCULINO;TARDE;COLISÃO;BICICLETA;50-54;-22.271536;-46.955454
Fartura;2016;12;FEMININO;TARDE;OUTROS;MOTOCICLETA;0-17;-23.3906413301;-49.5496208467
Ferraz de Vasconcelos;2016;12;MASCULINO;NOITE;COLISÃO;PEDESTRE;45-49;-23.556036;-46.38939
Ferraz de Vasconcelos;2016;12;MASCULINO;TARDE;OUTROS;AUTOMÓVEL;0-17;-23.557382;-46.363591
Flora Rica;2016;12;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;75-79;-21.6608130785;-51.3749446302
Franca;2016;12;MASCULINO;NOITE;COLISÃO;BICICLETA;0-17;-20.52205;-47.379743
Franco da Rocha;2016;12;MASCULINO;MADRUGADA;NÃO ESPECIFICADO;MOTOCICLETA;18-24;-23.331473913;-46.726888876
Garca;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;18-24;-22.200214;-49.650351
Guaira;2016;12;MASCULINO;MANHÃ;COLISÃO;AUTOMÓVEL;18-24;-20.3416427817;-48.3111346937
Guapiara;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;Não Disponível;Não Disponível 
Guaratingueta;2016;12;MASCULINO;TARDE;ATROPELAMENTO;MOTOCICLETA;0-17;-22.776312;-45.183397
Guarei;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;18-24;-23.3876695048;-48.1871472776
Guaruja;2016;12;FEMININO;TARDE;OUTROS;MOTOCICLETA;0-17;-23.924509501;-46.286014795
Guaruja;2016;12;MASCULINO;MADRUGADA;OUTROS;CAMINHÃO;18-24;-23.941679;-46.290472
Guaruja;2016;12;MASCULINO;MANHÃ;COLISÃO;BICICLETA;75-79;-23.940735413;-46.28060179
Guaruja;2016;12;MASCULINO;TARDE;NÃO ESPECIFICADO;MOTOCICLETA;65-69;Não Disponível;Não Disponível 
Guaruja;2016;12;MASCULINO;TARDE;OUTROS;MOTOCICLETA;18-24;-23.924509501;-46.286014795
Guarulhos;2016;12;FEMININO;MADRUGADA;COLISÃO;MOTOCICLETA;35-39;-23.431989;-46.43955
Guarulhos;2016;12;FEMININO;MANHÃ;OUTROS;MOTOCICLETA;30-34;-23.4688643116;-46.5100336174
Guarulhos;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;75-79;-23.438537;-46.524194
Guarulhos;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.4474006793;-46.4548902544
Guarulhos;2016;12;MASCULINO;MADRUGADA;CHOQUE;AUTOMÓVEL;18-24;-23.464143;-46.526726
Guarulhos;2016;12;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;0-17;Não Disponível;Não Disponível 
Guarulhos;2016;12;MASCULINO;MADRUGADA;NÃO ESPECIFICADO;NÃO ESPECIFICADO;50-54;-23.451862;-46.520366
Guarulhos;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;35-39;-23.4802306131;-46.4491797865
Guarulhos;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;70-74;-23.4684891944;-46.5153101899
Guarulhos;2016;12;MASCULINO;MANHÃ;COLISÃO;AUTOMÓVEL;25-29;-23.4818521026;-46.4587471014
Guarulhos;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;50-54;-23.467102;-46.535479
Guarulhos;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;25-29;Não Disponível;Não Disponível 
Guarulhos;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;18-24;-23.40912;-46.408801
Guarulhos;2016;12;MASCULINO;TARDE;OUTROS;CAMINHÃO;25-29;Não Disponível;Não Disponível 
Guzolandia;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;0-17;-20.6312933417;-50.7116614321
Hortolandia;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;30-34;-22.8899141106;-47.1650134792
Hortolandia;2016;12;MASCULINO;TARDE;CHOQUE;AUTOMÓVEL;35-39;-22.904224;-47.231543
Iaras;2016;12;MASCULINO;NOITE;COLISÃO;CAMINHÃO;45-49;-22.8554706793;-49.1727659065
Ibiuna;2016;12;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;60-64;Não Disponível;Não Disponível 
Ibiuna;2016;12;FEMININO;MANHÃ;COLISÃO;AUTOMÓVEL;65-69;-23.6586996559;-47.1883281101
Ibiuna;2016;12;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;75-79;-23.675137;-47.20551
Ibiuna;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;45-49;-23.6577160274;-47.1014101641
Ibiuna;2016;12;MASCULINO;MANHÃ;COLISÃO;AUTOMÓVEL;60-64;-23.6586996559;-47.1883281101
Ibiuna;2016;12;MASCULINO;TARDE;CHOQUE;AUTOMÓVEL;25-29;-23.6632623908;-47.218934377
Ibiuna;2016;12;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;70-74;-23.648554406;-47.1372607748
Ilha Solteira;2016;12;MASCULINO;NOITE;NÃO ESPECIFICADO;AUTOMÓVEL;70-74;-20.383234;-51.059591
Indaiatuba;2016;12;FEMININO;NOITE;COLISÃO;MOTOCICLETA;35-39;-23.1407345527;-47.2463891423
Indaiatuba;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;18-24;-23.1407345527;-47.2463891423
Indaiatuba;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;25-29;-23.1407345527;-47.2463891423
Indaiatuba;2016;12;MASCULINO;NOITE;COLISÃO;NÃO ESPECIFICADO;25-29;-23.05535;-47.210104
Indaiatuba;2016;12;MASCULINO;NOITE;OUTROS;BICICLETA;75-79;Não Disponível;Não Disponível 
Ipaussu;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;30-34;-23.0611666173;-49.6450840348
Ipeuna;2016;12;MASCULINO;TARDE;CHOQUE;CAMINHÃO;25-29;-22.428815;-47.694733
Ipigua;2016;12;MASCULINO;NOITE;NÃO ESPECIFICADO;MOTOCICLETA;30-34;-20.7019359245;-49.3876973064
Itanhaem;2016;12;FEMININO;TARDE;NÃO ESPECIFICADO;MOTOCICLETA;30-34;-24.2118869084;-46.8646794384
Itanhaem;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;-24.2071024063;-46.8567278506
Itanhaem;2016;12;MASCULINO;NOITE;OUTROS;AUTOMÓVEL;40-44;-24.1975178507;-46.8408469217
Itanhaem;2016;12;MASCULINO;TARDE;NÃO ESPECIFICADO;MOTOCICLETA;30-34;-24.2118869084;-46.8646794384
Itapecerica da Serra;2016;12;FEMININO;MADRUGADA;OUTROS;MOTOCICLETA;Não Disponível;-23.7185340791;-46.8822398568
Itapecerica da Serra;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;45-49;-23.7603112678;-46.9039993479
Itapecerica da Serra;2016;12;MASCULINO;NOITE;NÃO ESPECIFICADO;BICICLETA;50-54;-23.691612117;-46.8181274717
Itapecerica da Serra;2016;12;MASCULINO;NOITE;OUTROS;MOTOCICLETA;35-39;-23.69833;-46.852357
Itapecerica da Serra;2016;12;MASCULINO;TARDE;OUTROS;MOTOCICLETA;30-34;-23.716837;-46.851914
Itapevi;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;70-74;-23.518542745;-46.9404206748
Itapevi;2016;12;MASCULINO;Não Disponível;OUTROS;AUTOMÓVEL;55-59;-23.545663;-46.944216
Itapolis;2016;12;MASCULINO;TARDE;CHOQUE;AUTOMÓVEL;18-24;-21.653002;-48.763342
Itaquaquecetuba;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;18-24;-23.47105;-46.331681
Itu;2016;12;MASCULINO;MANHÃ;OUTROS;AUTOMÓVEL;30-34;-23.3283874562;-47.325469097
Itu;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;35-39;-23.3129497174;-47.3033196573
Itu;2016;12;MASCULINO;NOITE;NÃO ESPECIFICADO;MOTOCICLETA;35-39;-23.4074626533;-47.3390220272
Itu;2016;12;MASCULINO;NOITE;NÃO ESPECIFICADO;MOTOCICLETA;35-39;-23.2568368055;-47.3533573259
Itupeva;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;35-39;-23.157748;-47.055807
Jacarei;2016;12;FEMININO;MANHÃ;OUTROS;AUTOMÓVEL;25-29;-23.3072545098;-46.0430560301
Jacarei;2016;12;MASCULINO;MADRUGADA;COLISÃO;ONIBUS;45-49;-23.3050162563;-46.0347772977
Jacarei;2016;12;MASCULINO;MANHÃ;COLISÃO;BICICLETA;18-24;-23.3147588932;-45.9406588428
Jacarei;2016;12;MASCULINO;MANHÃ;COLISÃO;BICICLETA;Não Disponível;-23.3050162563;-46.0347772977
Jacarei;2016;12;MASCULINO;NOITE;CHOQUE;CAMINHÃO;55-59;-23.3215123276;-46.0977342586
Jacupiranga;2016;12;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;-24.695786;-48.004029
Jacupiranga;2016;12;MASCULINO;MANHÃ;OUTROS;AUTOMÓVEL;25-29;-24.7151255888;-48.0323907514
Jaguariuna;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;80 ou mais;-22.693522;-46.991008
Jandira;2016;12;FEMININO;MANHÃ;CHOQUE;PEDESTRE;30-34;-23.525099;-46.911142
Jau;2016;12;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;30-34;-22.287929;-48.539908
Jose Bonifacio;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;55-59;-21.048555;-49.690423
Jundiai;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;18-24;-23.138148752;-46.929255115
Jundiai;2016;12;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;18-24;-23.203562;-46.870665
Jundiai;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;30-34;-23.190279;-46.850813
Jundiai;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;30-34;-23.198259;-46.885195
Jundiai;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;MOTOCICLETA;50-54;-23.192187;-46.888493
Jundiai;2016;12;MASCULINO;MANHÃ;COLISÃO;CAMINHÃO;45-49;-23.1211045669;-46.989661739
Jundiai;2016;12;MASCULINO;NOITE;OUTROS;AUTOMÓVEL;18-24;-23.2465028871;-46.8794268681
Juquia;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;30-34;-24.3305882446;-47.6270389097
Juquitiba;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;45-49;-23.9033977938;-46.9911296564
Juquitiba;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-23.8870481176;-46.9778541787
Leme;2016;12;MASCULINO;MADRUGADA;COLISÃO;BICICLETA;Não Disponível;-22.188922;-47.337304
Limeira;2016;12;FEMININO;MADRUGADA;COLISÃO;AUTOMÓVEL;75-79;-22.563888;-47.399623
Limeira;2016;12;MASCULINO;TARDE;CHOQUE;AUTOMÓVEL;30-34;-22.543657;-47.403996
Lins;2016;12;MASCULINO;MANHÃ;OUTROS;MOTOCICLETA;25-29;-21.667145727;-49.7870772422
Lorena;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;-22.6813523681;-45.1332001414
Lorena;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;60-64;-22.7571043575;-45.1140050669
Lorena;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;-22.743873;-45.119306
Louveira;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;30-34;-23.0988277;-46.9670629744
Louveira;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;40-44;-23.0853016535;-46.9242300912
Lucelia;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;35-39;-21.711232;-51.014047
Lucelia;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;40-44;-21.711232;-51.014047
Lucelia;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;45-49;-21.711232;-51.014047
Mairinque;2016;12;FEMININO;MADRUGADA;COLISÃO;AUTOMÓVEL;Não Disponível;-23.4206626459;-47.2265267095
Mairipora;2016;12;MASCULINO;Não Disponível;NÃO ESPECIFICADO;CAMINHÃO;60-64;-23.3836711593;-46.5645479059
Mairipora;2016;12;MASCULINO;NOITE;OUTROS;CAMINHÃO;Não Disponível;-23.3417916101;-46.5736399186
Mairipora;2016;12;MASCULINO;TARDE;NÃO ESPECIFICADO;NÃO ESPECIFICADO;18-24;-23.330255;-46.599577
Martinopolis;2016;12;MASCULINO;MANHÃ;OUTROS;CAMINHÃO;45-49;-22.074131;-51.122259
