@relation MPST

@attribute cidade {Aguas-de-Lindoia,Aguai,Aguapei,Aguas-de-Sao-Pedro,Aracoiaba-da-Serra,Aruja,Santa-Cruz-da-Conceicao,Tanabi,Taiuva,Presidente-Venceslau,Sandoval,Riolandia,Restinga,Colina,Pereira-Barreto,Perdeneiras,Oridiuva,Oriente,Nova-Independencia,Jumirim,Julio-Mesquita,Joanopolis,Ituverava,Itapirapua-Paulista,Igarata,Guaiacu,Estrela-do-Norte,Floreal,Cosmororama,Brauna,Canas,Cananeira,Campos-Novos-Paulistas,Buritizal,Avanhamdava,Aramina,Analandia,Valparaiso,Ubarana,Titui,Tiacu,Sao-Sebastiao-da-Grama,Santa-Maria-a-Serra,Salto-Grande,Rafard,Piacatu,Panorama,Pedreira,Monte-Azul-Paulista,Lagoinha,Itatinga,Guararapes,Guaraci,General-Salgado,Clementina,Dobrada,Capela-do-Alto,Mirassolandia,Aluminio,Uchoa,Rincao,Ribeira,Pontes-Gestal,Pontal,Paulinia,Pardinho,Paraiso,Osvaldo-Cruz,Onda-Verde,Ipeuna,Mirandopolis,Lucelia,Jacupiranga,Ipigua,Bocaina,Guzolandia,Cedral,Guarei,Castilho,Garca,Cabreuva,Cristais-Paulista,Barra-do-Chapeu,Avanhandava,Aparecida-D-Oeste,Tuiuti,Vargem-Grande-do-Sul,Santa-Lucia,Santa-Cruz-das-Palmeiras,Roseira,Ribeirao-Branco,Rancharia,Presidente-Bernardes,Piraju,Piracaia,Pinhalzinho,Ouroeste,Nova-Europa,Morro-Agudo,Jaci,Itapui,Itanhanhem,Icem,Descalvado,Areiopolis,Cafelandia,Aguas-da-Prata,Zacarias,Valentim-Gentil,Urupes,Tremembe,Tapiratiba,Tambau,Taciba,Sarapui,Sao-Jose-do-Barreiro,Santo-Antonio-de-Posse,Santa-Ernestina,Rosana,Pongai,Poa,Pitangueiras,Piratininga,Pirapozinho,Pedro-de-Toledo,Pedra-Bela,Orlandia,Novo-Horizonte,Neves-Paulista,Natividade-da-Serra,Luis-Antonio,Lencois,Itajobi,Lencois-Paulista,Irapua,Ilhabela,Ilha-Comprida,Ibitinga,Ibira,Flora-Rica,Fernando-Prestes,Eldorado,Sandovalina,Barao-de-Antonina,Cristais,Barra-do-Turvo,Cosmorama,Sao-Roque,Arealva,Arapei,Americo-Brasiliense,Altinopolis,Alambari,Agudos,Vista-Alegre-do-Alto,Viradouro,Vinhedo,Varzea-Paulista,Vargem,Turmalina,Torrinha,Sarutaia,Sao-Miguel-Arcanjo,Sao-Pedro-do-Turvo,Sao-Luis-do-Paraitinga,Estiva-Gerbi,Sao-Joao-da-Boa-Vista,Sao-Bento-do-Sapucai,Santo-Antonio-do-Jardim,Santo-Antonio-da-Alegria,Louveira,Salesopolis,Rio-das-Pedras,Pradopolis,Porto-Feliz,Poloni,Pirangi,Pindorama,Piedade,Peruibe,Pederneiras,Pauliceia,Paranapanema,Oleo,Palmeira-d-Oeste,Nuporanga,Nova-Granada,Monte-Alto,Mongagua,Miguelopolis,Mesopolis,Matao,Macedonia,Itapeva,Lavrinhas,Jarinu,Itobi,Jardinopolis,Itupeva,Jales,Itapolis,Avare,Itapetininga,Irapuru,Iracemapolis,Herculandia,Ipero,Guariba,Guararema,Guarani-d-Oeste,Barbosa,Guapiacu,Guaira,Guaimbe,Gaviao-Peixoto,Biritiba,Estiva,Coroados,Conchas,Charqueada,Carapicuiba,Buri,Candido-Rodrigues,Cajamar,Cachoeira-Paulista,Boa-Esperanca-do-Sul,Biritiba-Mirim,Guara,Apiai,Mirassol,Aparecida,Timburi,Votuporanga,Urania,Ubatuba,Tres-Fronteiras,Tiete,Tejupa,Tatui,Tarabai,Taboao-da-Serra,Taquaral,Suzano,Socorro,Silveiras,Sete-Barras,Sertaozinho,Serrana,Santa-Gertrudes,Sao-Lourenco-da-Serra,Sao-Jose-dos-Campos,Santa-Fe-do-Sul,Saltinho,Sales-Oliveira,Pratania,Sagres,Rinopolis,Porto-Ferreira,Ribeirao-Bonito,Porangaba,Pompeia,Pirapora-do-Bom-Jesus,Penapolis,Pedregulho,Patrocinio-Paulista,Pariquera-Acu,Palestina,Nova-Odessa,Nova-Alianca,Mirante-do-Paranapanema,Nipoa,Macatuba,Marapoama,Mendonca,Itariri,Itatiba,Lorena,Lindoia,Jose-Bonifacio,Lavinia,Leme,Cesario-Lange,Itapura,Itaporanga,Itapevi,Itapecerica-da-Serra,Ipaussu,Guapiara,Indiana,Ilha-Solteira,Iguape,Igarapava,Ferraz-de-Vasconcelos,Dracena,Espirito-Santo-do-Pinhal,Echapora,Cubatao,Duartina,Cordeiropolis,Ariranha,Casa-Branca,Brotas,Cajati,Capivari,Barra-Bonita,Candido-Mota,Campo-Limpo-Paulista,Alvares-Machado,Angatuba,Americana,Amparo,Andradina,Aracatuba,Araraquara,Balsamo,Aracariguama,Araras,Artur-Nogueira,Assis,Atibaia,Bariri,Barretos,Barueri,Araçariguama,Bananal,Bastos,Batatais,Bauru,Bebedouro,Bertioga,Birigui,Boituva,Bady-Bassitt,Bom-Jesus-dos-Perdoes,Borborema,Botucatu,Braganca-Paulista,Buritama,Cacapava,Caieiras,Caiua,Cajuru,Campinas,Campos-do-Jordao,Capao-Bonito,Caraguatatuba,Catanduva,Catigua,Cerqueira-Cesar,Cerquilho,Cosmopolis,Cotia,Cravinhos,Cruzeiro,Cunha,Diadema,Dumont,Embauba,Embu-das-Artes,Embu-Guacu,Euclides-da-Cunha-P,Fartura,Fernandopolis,Franca,Francisco-Morato,Franco-da-Rocha,Guaratingueta,Guaruja,Guarulhos,Hortolandia,Iacanga,Iaras,Ibate,Ibiuna,Indaiatuba,Ipua,Itabera,Itai,Itanhaem,Itapira,Itaquaquecetuba,Itarare,Itirapina,Itu,Jaboticabal,Jacarei,Jaguariuna,Jandira,Jau,Juquia,Maua,Mogi-das-Cruzes,Mogi-Guacu,Joao-Ramalho,Jundiai,Juquitiba,Limeira,Lins,Mairinque,Mairipora,Manduri,Marilia,MartinopolisMaua,Meridiano,Mineiros-do-Tiete,Miracatu,Mococa,Mogi-Mirim,Monte-Aprazivel,Monte-Mor,Martinopolis,Nazare-Paulista,Olimpia,Osasco,Ourinhos,Palmares-Paulista,Palmital,Paraguacu-Paulista,Pereiras,Pilar-do-Sul,Pindamonhangaba,Piracicaba,Pirassununga,Praia-Grande,Presidente-Epitacio,Reginopolis,Registro,Ribeirao-Pires,Ribeirao-Preto,Rio-Claro,Salto,Salto-de-Pirapora,Santa-Barbara-d-Oeste,Santa-Cruz-da-Conceica,Santa-Cruz-do-Rio-Pard,Santa-Isabel,Santa-R-do-Passa-Q,Santana-de-Parnaiba,Santo-Anastacio,Santo-Andre,Santopolis-do-Aguapei,Santos,Sao-Bento-do-Sapuca,Sao-Bernardo-do-Campo,Sao-Caetano-do-Sul,Sao-Carlos,Sao-Joaquim-da-Barra,Sao-Jose-do-Rio-Pardo,Sao-Jose-do-Rio-Preto,Sao-Manuel,Sao-Paulo,Sao-Pedro,Sao-Sebastiao,Sao-Simao,Sao-Vicente,Serra-Negra,Severinia,Sorocaba,Sud-Mennucci,Sumare,Tabatinga,Tapirai,Taquaritinga,Taquarituba,Taubate,Teodoro-Sampaio,Tupa,Queluz,Presidente-Prudente,Promissao,Valinhos,Vargem-Grande-Paulista,Votorantim,Zacaria}
@attribute Ano {2016,2017}
@attribute Mes {1,2,3,8,9,10,11,12}
@attribute Sexo {MASCULINO,FEMININO, 99999}
@attribute Peirodo {MANHA,TARDE,NOITE,MADRU,99999}
@attribute Tip.Acid {COLISAO,ATROPELAMENTO,CHOQUE,OUTROS,99999}
@attribute Locomacao {MOTOCICLETA,PEDESTRE,AUTOMOVEL,BICICLETA,CAMINHAO,ONIBUS,OUTROS,99999}
@attribute Faixa {17,20, 27, 32, 37, 42, 47, 52, 57, 62, 67, 72, 77, 80, 99999}
@attribute Latitude numeric
@attribute Longitude numeric

@data
Sao-Manuel,2016,11,MASCULINO,NOITE,OUTROS,CAMINHAO,27,-23.526137,-46.672202 
Sao-Manuel,2016,11,MASCULINO,NOITE,OUTROS,MOTOCICLETA,20,-23.677303,-46.794211 
Sao-Manuel,2016,11,MASCULINO,NOITE,OUTROS,MOTOCICLETA,27,-23.568488,-46.585249 
Sao-Manuel,2016,11,MASCULINO,NOITE,OUTROS,MOTOCICLETA,37,-23.553804,-46.625004 
Sao-Manuel,2016,11,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,27,-23.559070,-46.697180 
Sao-Manuel,2016,11,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,37,-23.507297,-46.709248 
Sao-Manuel,2016,11,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,42,-23.687211,-46.769245 
Sao-Manuel,2016,11,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,57,-23.5831868083093,-46.7750740781207 
Sao-Manuel,2016,11,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,77,-23.585071,-46.507635 
Sao-Manuel,2016,11,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,37,-23.637836,-46.463988 
Sao-Manuel,2016,11,MASCULINO,TARDE,CHOQUE,MOTOCICLETA,27,-23.444467,-46.740291 
Sao-Manuel,2016,11,MASCULINO,TARDE,COLISAO,BICICLETA,20,-23.460567,-46.622561 
Sao-Manuel,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,20,-23.671197,-46.740816 
Sao-Manuel,2016,11,MASCULINO,TARDE,99999,99999,27,-23.712829664266,-46.6294585120407 
Sao-Manuel,2016,11,MASCULINO,TARDE,99999,99999,57,-23.600031,-46.577605 
Sao-Vicente,2016,11,MASCULINO,MADRU,COLISAO,MOTOCICLETA,20,-23.950659,-46.397732 
Sao-Vicente,2016,11,MASCULINO,MADRU,99999,MOTOCICLETA,42,-23.973735,-46.476880 
Sao-Vicente,2016,11,MASCULINO,99999,ATROPELAMENTO,PEDESTRE,80,99999,99999 
Sao-Vicente,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,37,-23.9755454814451,-46.4015783180858 
Serra-Negra,2016,11,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,32,-22.5608251392688,-46.6637520548889 
Serrana,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,72,-21.204005,-47.610788 
Sertaozinho,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,42,-21.1636369835909,-47.9845515432415 
Socorro,2016,11,FEMININO,99999,ATROPELAMENTO,PEDESTRE,17,-22.595900,-46.520982 
Sorocaba,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,27,-23.5357511474642,-47.4972304932063 
Sorocaba,2016,11,MASCULINO,MADRU,CHOQUE,99999,37,-23.511275,-47.456055 
Sorocaba,2016,11,MASCULINO,MADRU,COLISAO,CAMINHAO,37,-23.3742622259108,-47.4342396047626 
Sorocaba,2016,11,MASCULINO,MADRU,99999,99999,52,-23.458061,-47.480428 
Sorocaba,2016,11,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,77,-23.477749,-47.484381 
Sorocaba,2016,11,MASCULINO,NOITE,COLISAO,MOTOCICLETA,17,-23.507389,-47.513286 
Sorocaba,2016,11,MASCULINO,TARDE,COLISAO,BICICLETA,37,-23.480562,-47.480923 
Sumare,2016,11,FEMININO,MANHA,99999,99999,57,-22.854031028,-47.316302061 
Sumare,2016,11,FEMININO,NOITE,OUTROS,AUTOMOVEL,52,-22.854031028,-47.316302061 
Sumare,2016,11,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,20,-22.807200800,-47.252627277 
Sumare,2016,11,MASCULINO,TARDE,OUTROS,AUTOMOVEL,17,-22.820608741,-47.196387479 
Suzano,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,99999,99999,99999 
Suzano,2016,11,MASCULINO,99999,OUTROS,BICICLETA,20,-23.499780,-46.318754 
Suzano,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,27,-23.489032,-46.315291 
Taboao-da-Serra,2016,11,MASCULINO,MADRU,99999,MOTOCICLETA,27,-23.6179630192784,-46.800020245421 
Taboao-da-Serra,2016,11,MASCULINO,MADRU,99999,99999,47,-23.6179630192784,-46.800020245421 
Tatui,2016,11,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,52,-23.336415538041,-47.8579356372641 
Taubate,2016,11,FEMININO,99999,99999,99999,47,99999,99999 
Tejupa,2016,11,MASCULINO,MANHA,ATROPELAMENTO,MOTOCICLETA,32,99999,99999 
Teodoro-Sampaio,2016,11,MASCULINO,MADRU,COLISAO,AUTOMOVEL,20,-22.534605619268,-52.1813959082602 
Teodoro-Sampaio,2016,11,MASCULINO,MADRU,COLISAO,AUTOMOVEL,37,-22.534605619268,-52.1813959082602 
Tuiuti,2016,11,MASCULINO,MANHA,OUTROS,MOTOCICLETA,42,-22.8371848169294,-46.666053864762 
Ubatuba,2016,11,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,52,-23.456683322476,-45.0706056068463 
Ubatuba,2016,11,FEMININO,TARDE,COLISAO,MOTOCICLETA,27,-23.4946404044093,-45.1101819029647 
Valinhos,2016,11,MASCULINO,MANHA,99999,99999,37,-22.978924,-46.990290 
Vargem-Grande-do-Sul,2016,11,MASCULINO,TARDE,COLISAO,BICICLETA,57,-21.8476655264602,-46.8888198341602 
Aguai,2016,12,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,77,99999,99999 
Aguai,2016,12,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,27,-22.0718932128236,-46.9806802303214 
Aguai,2016,12,MASCULINO,MADRU,CHOQUE,AUTOMOVEL,57,-22.0700309517781,-47.0205842999095 
Altinopolis,2016,12,MASCULINO,TARDE,COLISAO,AUTOMOVEL,47,-21.099888,-47.518064 
Alvares-Machado,2016,12,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,32,-22.0825409608623,-51.4512649556452 
Americana,2016,12,MASCULINO,MADRU,COLISAO,MOTOCICLETA,20,-22.731705,-47.306719 
Americana,2016,12,MASCULINO,MANHA,COLISAO,MOTOCICLETA,47,-22.734138,-47.331921 
Americana,2016,12,MASCULINO,TARDE,COLISAO,MOTOCICLETA,27,-22.738734,-47.314535 
Amparo,2016,12,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,72,-22.699784,-46.769663 
Amparo,2016,12,FEMININO,NOITE,COLISAO,AUTOMOVEL,37,-22.7113744914458,-46.8253508010915 
Amparo,2016,12,MASCULINO,NOITE,COLISAO,AUTOMOVEL,42,-22.7113744914458,-46.8253508010915 
Angatuba,2016,12,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,20,-23.488161,-48.414204 
Aparecida-D-Oeste,2016,12,MASCULINO,99999,OUTROS,MOTOCICLETA,20,-20.4584738464724,-50.8678935474135 
Aracatuba,2016,12,FEMININO,TARDE,COLISAO,MOTOCICLETA,42,-21.158238,-50.451139 
Aracatuba,2016,12,MASCULINO,NOITE,OUTROS,MOTOCICLETA,32,-21.213771,-50.473861 
Aracoiaba-da-Serra,2016,12,MASCULINO,NOITE,99999,MOTOCICLETA,20,-23.5220835620157,-47.6128153904637 
Aracoiaba-da-Serra,2016,12,MASCULINO,TARDE,COLISAO,MOTOCICLETA,20,-23.574326,-47.604285 
Araraquara,2016,12,FEMININO,TARDE,99999,99999,32,-21.709540000,-48.314520000 
Araraquara,2016,12,MASCULINO,MANHA,OUTROS,MOTOCICLETA,47,-21.797643,-48.172876 
Araraquara,2016,12,MASCULINO,NOITE,COLISAO,BICICLETA,37,-21.804829,-48.112262 
Araraquara,2016,12,MASCULINO,TARDE,CHOQUE,CAMINHAO,62,-21.8471673820319,-48.1379952706166 
Araras,2016,12,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,80,-22.358193,-47.394629 
Araras,2016,12,99999,NOITE,COLISAO,BICICLETA,99999,-22.394188,-47.363788 
Areiopolis,2016,12,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,62,-22.678448337701,-48.6853580982306 
Areiopolis,2016,12,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,99999,-22.678448337701,-48.6853580982306 
Artur-Nogueira,2016,12,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,42,-22.5823599063022,-47.1801333786675 
Aruja,2016,12,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,99999,-23.427844,-46.357007 
Assis,2016,12,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,17,-22.6812135347241,-50.4401259253793 
Assis,2016,12,MASCULINO,MADRU,COLISAO,AUTOMOVEL,27,-22.6973532833249,-50.5137795171532 
Assis,2016,12,MASCULINO,MADRU,COLISAO,AUTOMOVEL,52,-22.6973532833249,-50.5137795171532 
Atibaia,2016,12,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,67,-23.1597562935968,-46.573594496392 
Avanhandava,2016,12,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,57,-21.469854,-49.94022 
Avare,2016,12,FEMININO,MADRU,COLISAO,AUTOMOVEL,20,-23.0397627416339,-48.8789996098873 
Avare,2016,12,MASCULINO,MADRU,COLISAO,AUTOMOVEL,20,-23.0397627416339,-48.8789996098873 
Avare,2016,12,MASCULINO,NOITE,COLISAO,MOTOCICLETA,52,-23.337138283,-46.836433411 
Barra-do-Chapeu,2016,12,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,67,-24.470237,-49.024556 
Barra-do-Chapeu,2016,12,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,17,-24.470237,-49.024556 
Barra-do-Turvo,2016,12,MASCULINO,NOITE,COLISAO,ONIBUS,57,-24.9328292649815,-48.2828524793587 
Barretos,2016,12,FEMININO,TARDE,COLISAO,MOTOCICLETA,17,-20.548553,-48.577003 
Barretos,2016,12,MASCULINO,99999,99999,AUTOMOVEL,62,-20.4997665035213,-48.5387048208986 
Barueri,2016,12,MASCULINO,MADRU,OUTROS,MOTOCICLETA,47,-23.511635,-46.853703 
Barueri,2016,12,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,67,-23.512864,-46.871068 
Barueri,2016,12,MASCULINO,TARDE,COLISAO,MOTOCICLETA,32,-23.508363489034,-46.826518269339 
Bauru,2016,12,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,72,-22.332791,-49.086527 
Bauru,2016,12,MASCULINO,MADRU,COLISAO,AUTOMOVEL,42,-22.3230495957669,-49.0523242608441 
Bauru,2016,12,MASCULINO,MANHA,CHOQUE,MOTOCICLETA,20,-22.347928588844,-49.0281914083025 
Bauru,2016,12,MASCULINO,NOITE,COLISAO,BICICLETA,52,-22.281685,-49.059717 
Bauru,2016,12,MASCULINO,NOITE,OUTROS,MOTOCICLETA,17,-22.3383359321253,-49.2930287560893 
Bebedouro,2016,12,MASCULINO,MANHA,CHOQUE,AUTOMOVEL,57,-20.958905,-48.486863 
Bebedouro,2016,12,MASCULINO,MANHA,COLISAO,MOTOCICLETA,47,-20.951123764007,-48.499016644933 
Bebedouro,2016,12,MASCULINO,TARDE,COLISAO,MOTOCICLETA,27,-20.96353141468,-48.46501149456 
Bertioga,2016,12,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,20,-23.7585360456382,-45.8715720095901 
Birigui,2016,12,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,67,-21.296611,-50.323037 
Birigui,2016,12,FEMININO,TARDE,COLISAO,MOTOCICLETA,52,-21.251856,-50.314779 
Birigui,2016,12,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,32,-21.265764,-50.327105 
Biritiba-Mirim,2016,12,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,67,-23.5663280700162,-46.0235001789172 
Bocaina,2016,12,FEMININO,NOITE,COLISAO,AUTOMOVEL,37,-22.0918145083761,-48.4495466659402 
Bocaina,2016,12,MASCULINO,MANHA,OUTROS,MOTOCICLETA,20,-22.155580,-48.542962 
Borborema,2016,12,FEMININO,TARDE,COLISAO,AUTOMOVEL,62,-21.6094177164703,-49.1407380269943 
Borborema,2016,12,MASCULINO,NOITE,99999,99999,62,-21.6094177164703,-49.1407380269943 
Botucatu,2016,12,MASCULINO,MANHA,COLISAO,MOTOCICLETA,32,-22.940214,-48.441162 
Botucatu,2016,12,MASCULINO,NOITE,COLISAO,AUTOMOVEL,62,-22.872760,-48.433216 
Botucatu,2016,12,MASCULINO,TARDE,99999,99999,32,-23.1443960187186,-48.4126790450371 
Braganca-Paulista,2016,12,FEMININO,99999,99999,99999,57,99999,99999 
Braganca-Paulista,2016,12,MASCULINO,MADRU,COLISAO,CAMINHAO,42,-22.9483288807005,-46.4784557476482 
Buri,2016,12,MASCULINO,NOITE,COLISAO,AUTOMOVEL,17,-23.770381,-48.630878 
Cabreuva,2016,12,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,72,-23.306303,-47.131157 
Cacapava,2016,12,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,67,-23.100173,-45.698352 
Cacapava,2016,12,FEMININO,TARDE,COLISAO,AUTOMOVEL,62,-23.1692325210712,-45.7079752166888 
Cacapava,2016,12,FEMININO,TARDE,OUTROS,MOTOCICLETA,20,-23.1088016401549,-45.700870963769 
Cacapava,2016,12,MASCULINO,MADRU,COLISAO,AUTOMOVEL,47,-23.0818840819682,-45.6613419512444 
Cacapava,2016,12,MASCULINO,TARDE,COLISAO,AUTOMOVEL,57,-23.1692325210712,-45.7079752166888 
Cacapava,2016,12,MASCULINO,TARDE,COLISAO,AUTOMOVEL,72,-23.1692325210712,-45.7079752166888 
Cachoeira-Paulista,2016,12,MASCULINO,TARDE,COLISAO,MOTOCICLETA,20,-22.6500091711595,-44.9587549648546 
Caieiras,2016,12,MASCULINO,MADRU,COLISAO,CAMINHAO,20,-23.3780834863027,-46.7724285914175 
Caieiras,2016,12,MASCULINO,MADRU,COLISAO,CAMINHAO,27,-23.3780834863027,-46.7724285914175 
Cajamar,2016,12,MASCULINO,MADRU,CHOQUE,AUTOMOVEL,32,-23.2980764731088,-46.8614430488561 
Cajamar,2016,12,MASCULINO,NOITE,COLISAO,AUTOMOVEL,62,-23.3272169978125,-46.8244653192164 
Cajati,2016,12,MASCULINO,MANHA,CHOQUE,99999,99999,-24.8582418677538,-48.2113816560019 
Cajati,2016,12,MASCULINO,99999,99999,BICICLETA,99999,-24.7300047849999,-48.107580829 
Cajuru,2016,12,MASCULINO,MADRU,OUTROS,99999,62,-21.273054701,-47.290552575 
Campinas,2016,12,FEMININO,MADRU,COLISAO,AUTOMOVEL,20,-22.7808207052502,-47.0253990039383 
Campinas,2016,12,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,80,99999,99999 
Campinas,2016,12,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,32,-22.871167,-47.155991 
Campinas,2016,12,MASCULINO,MANHA,COLISAO,MOTOCICLETA,20,-22.9060107339799,-47.1060250467518 
Campinas,2016,12,MASCULINO,MANHA,99999,AUTOMOVEL,77,99999,99999 
Campinas,2016,12,MASCULINO,99999,99999,MOTOCICLETA,42,-22.9060107339799,-47.1060250467518 
Campinas,2016,12,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,57,-22.9468190977994,-47.0897178492126 
Campinas,2016,12,MASCULINO,NOITE,COLISAO,AUTOMOVEL,27,-22.9035265752234,-47.0084583189997 
Campinas,2016,12,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,72,-22.993375,-47.116013 
Campinas,2016,12,MASCULINO,TARDE,COLISAO,MOTOCICLETA,20,-23.038594,-47.128018 
Campinas,2016,12,MASCULINO,TARDE,COLISAO,MOTOCICLETA,47,-22.853174022,-47.043345497 
Campinas,2016,12,MASCULINO,TARDE,99999,MOTOCICLETA,27,-22.849335,-47.126394 
Campos-do-Jordao,2016,12,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,52,-22.734750,-45.586773 
Carapicuiba,2016,12,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,20,-23.5656551900068,-46.8414466022431 
Carapicuiba,2016,12,MASCULINO,MADRU,COLISAO,MOTOCICLETA,32,-23.555660,-46.823586 
Carapicuiba,2016,12,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,42,-23.552063889,-46.820413889 
Carapicuiba,2016,12,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,80,-23.549238,-46.840232 
Carapicuiba,2016,12,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,99999,-23.540716667,-46.818063889 
Carapicuiba,2016,12,MASCULINO,TARDE,COLISAO,MOTOCICLETA,42,-23.5635154049065,-46.8202563279936 
Carapicuiba,2016,12,MASCULINO,TARDE,COLISAO,MOTOCICLETA,47,-23.5635154049065,-46.8202563279936 
Castilho,2016,12,MASCULINO,NOITE,COLISAO,AUTOMOVEL,27,-20.960575,-51.504924 
Catanduva,2016,12,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,52,-21.127636,-49.007143 
Catanduva,2016,12,MASCULINO,MADRU,COLISAO,MOTOCICLETA,47,-21.151061,-48.989747 
Catanduva,2016,12,MASCULINO,NOITE,COLISAO,AUTOMOVEL,67,-21.2078366824085,-48.9992205587295 
Cedral,2016,12,MASCULINO,99999,COLISAO,MOTOCICLETA,57,-20.9159561303416,-49.2854583569167 
Cerquilho,2016,12,MASCULINO,MANHA,CHOQUE,MOTOCICLETA,32,-23.176007,-47.715687 
Cotia,2016,12,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,99999,-23.6032486987563,-46.9214614713847 
Cravinhos,2016,12,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,52,-21.347747,-47.724582 
Cruzeiro,2016,12,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,99999,-22.6025963770405,-45.0108511145456 
Cubatao,2016,12,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,17,-23.922714,-46.423009 
Cubatao,2016,12,MASCULINO,MADRU,COLISAO,MOTOCICLETA,37,-23.9039562192552,-46.4258969731517 
Cubatao,2016,12,MASCULINO,NOITE,COLISAO,MOTOCICLETA,17,-23.919591,-46.423800 
Descalvado,2016,12,MASCULINO,NOITE,COLISAO,AUTOMOVEL,20,-21.908936,-47.587906 
Diadema,2016,12,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,27,-23.731938,-46.620164 
Diadema,2016,12,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,37,-23.712916,-46.600033 
Diadema,2016,12,MASCULINO,MANHA,COLISAO,MOTOCICLETA,27,-23.685344,-46.620642 
Diadema,2016,12,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,52,-23.695414,-46.600621 
Dumont,2016,12,MASCULINO,MANHA,COLISAO,AUTOMOVEL,62,-21.2287368301648,-47.9463170460651 
Embu-das-Artes,2016,12,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,20,-23.662018541062,-46.8525164800997 
Estiva-Gerbi,2016,12,MASCULINO,TARDE,COLISAO,BICICLETA,52,-22.271536,-46.955454 
Fartura,2016,12,FEMININO,TARDE,OUTROS,MOTOCICLETA,17,-23.3906413300666,-49.5496208466514 
Ferraz-de-Vasconcelos,2016,12,MASCULINO,NOITE,COLISAO,PEDESTRE,47,-23.556036,-46.389390 
Ferraz-de-Vasconcelos,2016,12,MASCULINO,TARDE,OUTROS,AUTOMOVEL,17,-23.557382,-46.363591 
Flora-Rica,2016,12,MASCULINO,TARDE,COLISAO,AUTOMOVEL,77,-21.6608130785241,-51.3749446302379 
Franca,2016,12,MASCULINO,NOITE,COLISAO,BICICLETA,17,-20.522050,-47.379743 
Franco-da-Rocha,2016,12,MASCULINO,MADRU,99999,MOTOCICLETA,20,-23.331473913,-46.726888876 
