@relation MPST

@attribute cidade {Aguas-de-Lindoia,Aguai,Aguapei,Aguas-de-Sao-Pedro,Aracoiaba-da-Serra,Aruja,Santa-Cruz-da-Conceicao,Tanabi,Taiuva,Presidente-Venceslau,Sandoval,Riolandia,Restinga,Colina,Pereira-Barreto,Perdeneiras,Oridiuva,Oriente,Nova-Independencia,Jumirim,Julio-Mesquita,Joanopolis,Ituverava,Itapirapua-Paulista,Igarata,Guaiacu,Estrela-do-Norte,Floreal,Cosmororama,Brauna,Canas,Cananeira,Campos-Novos-Paulistas,Buritizal,Avanhamdava,Aramina,Analandia,Valparaiso,Ubarana,Titui,Tiacu,Sao-Sebastiao-da-Grama,Santa-Maria-a-Serra,Salto-Grande,Rafard,Piacatu,Panorama,Pedreira,Monte-Azul-Paulista,Lagoinha,Itatinga,Guararapes,Guaraci,General-Salgado,Clementina,Dobrada,Capela-do-Alto,Mirassolandia,Aluminio,Uchoa,Rincao,Ribeira,Pontes-Gestal,Pontal,Paulinia,Pardinho,Paraiso,Osvaldo-Cruz,Onda-Verde,Ipeuna,Mirandopolis,Lucelia,Jacupiranga,Ipigua,Bocaina,Guzolandia,Cedral,Guarei,Castilho,Garca,Cabreuva,Cristais-Paulista,Barra-do-Chapeu,Avanhandava,Aparecida-D-Oeste,Tuiuti,Vargem-Grande-do-Sul,Santa-Lucia,Santa-Cruz-das-Palmeiras,Roseira,Ribeirao-Branco,Rancharia,Presidente-Bernardes,Piraju,Piracaia,Pinhalzinho,Ouroeste,Nova-Europa,Morro-Agudo,Jaci,Itapui,Itanhanhem,Icem,Descalvado,Areiopolis,Cafelandia,Aguas-da-Prata,Zacarias,Valentim-Gentil,Urupes,Tremembe,Tapiratiba,Tambau,Taciba,Sarapui,Sao-Jose-do-Barreiro,Santo-Antonio-de-Posse,Santa-Ernestina,Rosana,Pongai,Poa,Pitangueiras,Piratininga,Pirapozinho,Pedro-de-Toledo,Pedra-Bela,Orlandia,Novo-Horizonte,Neves-Paulista,Natividade-da-Serra,Luis-Antonio,Lencois,Itajobi,Lencois-Paulista,Irapua,Ilhabela,Ilha-Comprida,Ibitinga,Ibira,Flora-Rica,Fernando-Prestes,Eldorado,Sandovalina,Barao-de-Antonina,Cristais,Barra-do-Turvo,Cosmorama,Sao-Roque,Arealva,Arapei,Americo-Brasiliense,Altinopolis,Alambari,Agudos,Vista-Alegre-do-Alto,Viradouro,Vinhedo,Varzea-Paulista,Vargem,Turmalina,Torrinha,Sarutaia,Sao-Miguel-Arcanjo,Sao-Pedro-do-Turvo,Sao-Luis-do-Paraitinga,Estiva-Gerbi,Sao-Joao-da-Boa-Vista,Sao-Bento-do-Sapucai,Santo-Antonio-do-Jardim,Santo-Antonio-da-Alegria,Louveira,Salesopolis,Rio-das-Pedras,Pradopolis,Porto-Feliz,Poloni,Pirangi,Pindorama,Piedade,Peruibe,Pederneiras,Pauliceia,Paranapanema,Oleo,Palmeira-d-Oeste,Nuporanga,Nova-Granada,Monte-Alto,Mongagua,Miguelopolis,Mesopolis,Matao,Macedonia,Itapeva,Lavrinhas,Jarinu,Itobi,Jardinopolis,Itupeva,Jales,Itapolis,Avare,Itapetininga,Irapuru,Iracemapolis,Herculandia,Ipero,Guariba,Guararema,Guarani-d-Oeste,Barbosa,Guapiacu,Guaira,Guaimbe,Gaviao-Peixoto,Biritiba,Estiva,Coroados,Conchas,Charqueada,Carapicuiba,Buri,Candido-Rodrigues,Cajamar,Cachoeira-Paulista,Boa-Esperanca-do-Sul,Biritiba-Mirim,Guara,Apiai,Mirassol,Aparecida,Timburi,Votuporanga,Urania,Ubatuba,Tres-Fronteiras,Tiete,Tejupa,Tatui,Tarabai,Taboao-da-Serra,Taquaral,Suzano,Socorro,Silveiras,Sete-Barras,Sertaozinho,Serrana,Santa-Gertrudes,Sao-Lourenco-da-Serra,Sao-Jose-dos-Campos,Santa-Fe-do-Sul,Saltinho,Sales-Oliveira,Pratania,Sagres,Rinopolis,Porto-Ferreira,Ribeirao-Bonito,Porangaba,Pompeia,Pirapora-do-Bom-Jesus,Penapolis,Pedregulho,Patrocinio-Paulista,Pariquera-Acu,Palestina,Nova-Odessa,Nova-Alianca,Mirante-do-Paranapanema,Nipoa,Macatuba,Marapoama,Mendonca,Itariri,Itatiba,Lorena,Lindoia,Jose-Bonifacio,Lavinia,Leme,Cesario-Lange,Itapura,Itaporanga,Itapevi,Itapecerica-da-Serra,Ipaussu,Guapiara,Indiana,Ilha-Solteira,Iguape,Igarapava,Ferraz-de-Vasconcelos,Dracena,Espirito-Santo-do-Pinhal,Echapora,Cubatao,Duartina,Cordeiropolis,Ariranha,Casa-Branca,Brotas,Cajati,Capivari,Barra-Bonita,Candido-Mota,Campo-Limpo-Paulista,Alvares-Machado,Angatuba,Americana,Amparo,Andradina,Aracatuba,Araraquara,Balsamo,Aracariguama,Araras,Artur-Nogueira,Assis,Atibaia,Bariri,Barretos,Barueri,Araçariguama,Bananal,Bastos,Batatais,Bauru,Bebedouro,Bertioga,Birigui,Boituva,Bady-Bassitt,Bom-Jesus-dos-Perdoes,Borborema,Botucatu,Braganca-Paulista,Buritama,Cacapava,Caieiras,Caiua,Cajuru,Campinas,Campos-do-Jordao,Capao-Bonito,Caraguatatuba,Catanduva,Catigua,Cerqueira-Cesar,Cerquilho,Cosmopolis,Cotia,Cravinhos,Cruzeiro,Cunha,Diadema,Dumont,Embauba,Embu-das-Artes,Embu-Guacu,Euclides-da-Cunha-P,Fartura,Fernandopolis,Franca,Francisco-Morato,Franco-da-Rocha,Guaratingueta,Guaruja,Guarulhos,Hortolandia,Iacanga,Iaras,Ibate,Ibiuna,Indaiatuba,Ipua,Itabera,Itai,Itanhaem,Itapira,Itaquaquecetuba,Itarare,Itirapina,Itu,Jaboticabal,Jacarei,Jaguariuna,Jandira,Jau,Juquia,Maua,Mogi-das-Cruzes,Mogi-Guacu,Joao-Ramalho,Jundiai,Juquitiba,Limeira,Lins,Mairinque,Mairipora,Manduri,Marilia,MartinopolisMaua,Meridiano,Mineiros-do-Tiete,Miracatu,Mococa,Mogi-Mirim,Monte-Aprazivel,Monte-Mor,Martinopolis,Nazare-Paulista,Olimpia,Osasco,Ourinhos,Palmares-Paulista,Palmital,Paraguacu-Paulista,Pereiras,Pilar-do-Sul,Pindamonhangaba,Piracicaba,Pirassununga,Praia-Grande,Presidente-Epitacio,Reginopolis,Registro,Ribeirao-Pires,Ribeirao-Preto,Rio-Claro,Salto,Salto-de-Pirapora,Santa-Barbara-d-Oeste,Santa-Cruz-da-Conceica,Santa-Cruz-do-Rio-Pard,Santa-Isabel,Santa-R-do-Passa-Q,Santana-de-Parnaiba,Santo-Anastacio,Santo-Andre,Santopolis-do-Aguapei,Santos,Sao-Bento-do-Sapuca,Sao-Bernardo-do-Campo,Sao-Caetano-do-Sul,Sao-Carlos,Sao-Joaquim-da-Barra,Sao-Jose-do-Rio-Pardo,Sao-Jose-do-Rio-Preto,Sao-Manuel,Sao-Paulo,Sao-Pedro,Sao-Sebastiao,Sao-Simao,Sao-Vicente,Serra-Negra,Severinia,Sorocaba,Sud-Mennucci,Sumare,Tabatinga,Tapirai,Taquaritinga,Taquarituba,Taubate,Teodoro-Sampaio,Tupa,Queluz,Presidente-Prudente,Promissao,Valinhos,Vargem-Grande-Paulista,Votorantim,Zacaria}
@attribute Ano {2016,2017}
@attribute Mes {1,2,3,8,9,10,11,12}
@attribute Sexo {MASCULINO,FEMININO, 99999}
@attribute Peirodo {MANHA,TARDE,NOITE,MADRU,99999}
@attribute Tip.Acid {COLISAO,ATROPELAMENTO,CHOQUE,OUTROS,99999}
@attribute Locomacao {MOTOCICLETA,PEDESTRE,AUTOMOVEL,BICICLETA,CAMINHAO,ONIBUS,OUTROS,99999}
@attribute Faixa {17,20, 27, 32, 37, 42, 47, 52, 57, 62, 67, 72, 77, 80, 99999}
@attribute Latitude numeric
@attribute Longitude numeric

@data
Osasco,2016,11,MASCULINO,TARDE,CHOQUE,MOTOCICLETA,57,-23.524256,-46.789539 
Ourinhos,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,27,-22.9509232302825,-49.8770287839297 
Ouroeste,2016,11,MASCULINO,99999,COLISAO,BICICLETA,47,-19.946367400864,-50.3979727271998 
Palmares-Paulista,2016,11,MASCULINO,MADRU,COLISAO,AUTOMOVEL,37,-21.0806673765059,-48.8006939810284 
Palmital,2016,11,MASCULINO,TARDE,COLISAO,AUTOMOVEL,57,-22.7251025846357,-50.2332047074141 
Pariquera-Acu,2016,11,FEMININO,TARDE,99999,99999,80,-24.715384,-47.875474 
Patrocinio-Paulista,2016,11,FEMININO,MANHA,COLISAO,AUTOMOVEL,20,-20.6212500622403,-47.2757400690668 
Patrocinio-Paulista,2016,11,FEMININO,MANHA,COLISAO,AUTOMOVEL,20,-20.6212500622403,-47.2757400690668 
Pederneiras,2016,11,FEMININO,MADRU,OUTROS,AUTOMOVEL,99999,-22.339330000,-48.872090000 
Pedro-de-Toledo,2016,11,MASCULINO,TARDE,99999,BICICLETA,62,99999,99999 
Pereiras,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,32,-23.0905369660744,-47.9612294343597 
Peruibe,2016,11,MASCULINO,99999,OUTROS,MOTOCICLETA,20,-24.275466,-46.935791 
Pinhalzinho,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,42,-22.765058,-46.598493 
Piracaia,2016,11,MASCULINO,MADRU,COLISAO,AUTOMOVEL,47,-23.102969400102,-46.4569505149976 
Piracaia,2016,11,MASCULINO,99999,COLISAO,MOTOCICLETA,27,99999,99999 
Piracaia,2016,11,MASCULINO,99999,OUTROS,OUTROS,72,99999,99999 
Piracicaba,2016,11,FEMININO,MANHA,CHOQUE,AUTOMOVEL,47,-22.7268090897701,-47.5528385901424 
Piracicaba,2016,11,FEMININO,MANHA,99999,99999,57,99999,99999 
Piracicaba,2016,11,FEMININO,NOITE,OUTROS,AUTOMOVEL,20,-22.73664660174,-47.5619493939499 
Piracicaba,2016,11,FEMININO,TARDE,COLISAO,AUTOMOVEL,27,-22.6772999436767,-47.7254053087374 
Piracicaba,2016,11,FEMININO,TARDE,99999,99999,77,-22.714100,-47.652190 
Piracicaba,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,67,99999,99999 
Piracicaba,2016,11,MASCULINO,NOITE,COLISAO,MOTOCICLETA,27,-22.629393,-47.697705 
Piraju,2016,11,MASCULINO,MADRU,99999,MOTOCICLETA,32,-23.181691,-49.401397 
Pirapora-do-Bom-Jesus,2016,11,MASCULINO,TARDE,CHOQUE,MOTOCICLETA,27,-23.397926,-47.012634 
Pirassununga,2016,11,MASCULINO,MADRU,COLISAO,AUTOMOVEL,47,-22.0095840614608,-47.2169552737418 
Pirassununga,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,17,-21.908638,-47.357261 
Poa,2016,11,MASCULINO,MADRU,OUTROS,AUTOMOVEL,20,-23.526804,-46.329756 
Porto-Ferreira,2016,11,MASCULINO,99999,COLISAO,MOTOCICLETA,32,-21.854400000,-47.494600000 
Praia-Grande,2016,11,MASCULINO,MADRU,99999,MOTOCICLETA,52,-24.063415,-46.566222 
Praia-Grande,2016,11,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,72,-23.993626,-46.405809 
Praia-Grande,2016,11,MASCULINO,MANHA,CHOQUE,AUTOMOVEL,57,-24.0314429469163,-46.5081124945108 
Praia-Grande,2016,11,MASCULINO,MANHA,99999,99999,47,99999,99999 
Praia-Grande,2016,11,MASCULINO,NOITE,COLISAO,MOTOCICLETA,27,-23.996185,-46.408875 
Praia-Grande,2016,11,MASCULINO,TARDE,COLISAO,BICICLETA,67,-24.037903,-46.518892 
Praia-Grande,2016,11,MASCULINO,TARDE,COLISAO,99999,32,-24.020907,-46.478909 
Presidente-Bernardes,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,80,99999,99999 
Presidente-Epitacio,2016,11,FEMININO,MADRU,CHOQUE,AUTOMOVEL,27,-21.712477,-52.021049 
Presidente-Epitacio,2016,11,MASCULINO,MADRU,CHOQUE,AUTOMOVEL,27,-21.712477,-52.021049 
Presidente-Prudente,2016,11,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,37,-22.118386,-51.374151 
Presidente-Prudente,2016,11,MASCULINO,NOITE,99999,99999,37,-22.1451651090019,-51.4009642270269 
Presidente-Prudente,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,32,-22.058937,-51.348958 
Promissao,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,47,-21.4565915631318,-49.783312465045 
Promissao,2016,11,MASCULINO,NOITE,COLISAO,AUTOMOVEL,57,-21.551596,-49.852404 
Queluz,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,99999,-22.5340137345651,-44.7603295667938 
Queluz,2016,11,MASCULINO,MADRU,CHOQUE,CAMINHAO,57,-22.5390699267257,-44.7780652432806 
Rancharia,2016,11,FEMININO,TARDE,OUTROS,AUTOMOVEL,47,-22.2619171397895,-50.9289933750172 
Registro,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,72,-24.5067636075779,-47.8517079164449 
Ribeirao-Branco,,2016,11,MASCULINO,NOITE,COLISAO,MOTOCICLETA,20,99999,99999 
Ribeirao-Pires,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,57,-23.6837346361531,-46.3435968893967 
Ribeirao-Pires,2016,11,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,32,-23.6834925300485,-46.3697492002766 
Ribeirao-Pires,2016,11,MASCULINO,TARDE,OUTROS,MOTOCICLETA,27,-23.712582,-46.415153 
Ribeirao-Preto,2016,11,FEMININO,MANHA,COLISAO,AUTOMOVEL,72,-21.209850436,-47.758461805 
Ribeirao-Preto,2016,11,MASCULINO,MANHA,COLISAO,MOTOCICLETA,42,-21.173384,-47.819651 
Ribeirao-Preto,2016,11,MASCULINO,99999,CHOQUE,MOTOCICLETA,57,-21.180993,-47.779690 
Ribeirao-Preto,2016,11,MASCULINO,99999,CHOQUE,MOTOCICLETA,62,-21.159730,-47.812815 
Ribeirao-Preto,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,67,-21.163045,-47.834950 
Ribeirao-Preto,2016,11,MASCULINO,NOITE,COLISAO,MOTOCICLETA,20,-21.120098,-47.793336 
Ribeirao-Preto,2016,11,MASCULINO,NOITE,COLISAO,MOTOCICLETA,32,-21.199262,-47.846849 
Rio-Claro,2016,11,MASCULINO,MADRU,COLISAO,MOTOCICLETA,99999,-22.385841,-47.557206 
Rio-Claro,2016,11,MASCULINO,MANHA,OUTROS,MOTOCICLETA,27,-22.415813,-47.557637 
Rosana,2016,11,MASCULINO,MADRU,99999,MOTOCICLETA,20,-22.521001179,-52.875568914 
Roseira,2016,11,MASCULINO,TARDE,COLISAO,BICICLETA,62,-22.8922801956412,-45.2950241635223 
Salesopolis,2016,11,FEMININO,MADRU,COLISAO,AUTOMOVEL,37,-23.5474948995564,-45.9558188282137 
Salto-de-Pirapora,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,32,-23.6534966617728,-47.5861240013116 
Santa-Barbara-d-Oeste,2016,11,FEMININO,MADRU,OUTROS,AUTOMOVEL,27,-22.757631289041,-47.4707009281135 
Santa-Cruz-das-Palmeiras,2016,11,MASCULINO,NOITE,COLISAO,MOTOCICLETA,42,-21.833742,-47.252123 
Santa-Cruz-do-Rio-Pard,2016,11,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,27,-22.9277638892428,-49.6253714867755 
Santa-Cruz-do-Rio-Pard,2016,11,FEMININO,NOITE,OUTROS,AUTOMOVEL,62,-22.7363180625061,-49.4536176880546 
Santa-Isabel,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,32,-23.3702824104518,-46.2414222531127 
Santa-Isabel,2016,11,MASCULINO,MANHA,COLISAO,BICICLETA,72,-23.308505,-46.211818 
Santa-Isabel,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,17,-23.2917422754741,-46.2340372297155 
Santa-Lucia,2016,11,MASCULINO,99999,COLISAO,AUTOMOVEL,32,-21.6787916285526,-48.0063844078292 
Santa-Lucia,2016,11,MASCULINO,99999,COLISAO,CAMINHAO,47,-21.6787916285526,-48.0063844078292 
Santo-Anastacio,2016,11,FEMININO,MADRU,OUTROS,AUTOMOVEL,27,-21.989546501,-51.655977531 
Santo-Andre,2016,11,FEMININO,NOITE,CHOQUE,AUTOMOVEL,42,-23.669632,-46.5244 
Santo-Andre,2016,11,FEMININO,TARDE,CHOQUE,BICICLETA,20,-23.6739935909999,-46.482598042 
Santo-Andre,2016,11,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,52,-23.652845,-46.528068 
Santo-Antonio-de-Posse,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,47,-22.624710281,-47.007068129 
Santos,2016,11,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,32,-23.933101,-46.325302 
Santos,2016,11,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,80,-23.952425,-46.331568 
Santos,2016,11,MASCULINO,MANHA,COLISAO,MOTOCICLETA,27,-23.932159,-46.337644 
Santos,2016,11,MASCULINO,MANHA,COLISAO,MOTOCICLETA,27,-23.978768,-46.297699 
Santos,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,72,99999,99999 
Santos,2016,11,MASCULINO,TARDE,COLISAO,BICICLETA,32,-23.940929,-46.319421 
Santos,2016,11,MASCULINO,TARDE,OUTROS,MOTOCICLETA,37,-23.950794,-46.342295 
Sao-Bernardo-do-Campo,2016,11,MASCULINO,NOITE,99999,MOTOCICLETA,20,99999,99999 
Sao-Bernardo-do-Campo,2016,11,MASCULINO,NOITE,99999,MOTOCICLETA,52,-23.7612275491271,-46.5297112627362 
Sao-Bernardo-do-Campo,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,32,-23.7836517644069,-46.5073493010342 
Sao-Carlos,2016,11,MASCULINO,NOITE,OUTROS,AUTOMOVEL,20,-22.0612710033007,-47.8761810668116 
Sao-Joaquim-da-Barra,2016,11,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,20,-20.590967,-47.872778 
Sao-Joaquim-da-Barra,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,47,-20.5717835704283,-47.8710776704334 
Sao-Joaquim-da-Barra,2016,11,MASCULINO,TARDE,COLISAO,BICICLETA,77,-20.582779,-47.859183 
Sao-Jose-do-Rio-Pardo,2016,11,MASCULINO,TARDE,COLISAO,AUTOMOVEL,42,-21.581464,-46.920299 
Sao-Jose-do-Rio-Preto,2016,11,MASCULINO,MANHA,COLISAO,AUTOMOVEL,47,-20.8304757601512,-49.3616607605847 
Sao-Jose-do-Rio-Preto,2016,11,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,77,-20.784607,-49.392306 
Sao-Jose-do-Rio-Preto,2016,11,MASCULINO,TARDE,OUTROS,MOTOCICLETA,27,-20.789041,-49.401868 
Sao-Jose-dos-Campos,2016,11,FEMININO,MANHA,COLISAO,AUTOMOVEL,47,-23.191681,-45.883464 
Sao-Jose-dos-Campos,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,99999,-23.1794496583701,-45.8394663944801 
Sao-Jose-dos-Campos,2016,11,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,32,-23.211310,-45.893454 
Sao-Jose-dos-Campos,2016,11,MASCULINO,MANHA,OUTROS,CAMINHAO,27,-23.188146,-45.796616 
Sao-Jose-dos-Campos,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,37,-23.183603378556,-45.8484081253936 
Sao-Jose-dos-Campos,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,77,-23.2498733336606,-45.9349280657221 
Sao-Jose-dos-Campos,2016,11,MASCULINO,NOITE,COLISAO,MOTOCICLETA,47,-23.247844,-45.915592 
Sao-Jose-dos-Campos,2016,11,MASCULINO,TARDE,COLISAO,BICICLETA,20,-23.221918,-45.889268 
Sao-Jose-dos-Campos,2016,11,MASCULINO,TARDE,COLISAO,MOTOCICLETA,57,-23.149742627,-45.917222801 
Sao-Jose-dos-Campos,2016,11,MASCULINO,TARDE,99999,MOTOCICLETA,27,99999,99999 
Sao-Jose-dos-Campos,2016,11,MASCULINO,TARDE,OUTROS,AUTOMOVEL,20,-23.185956,-45.795223 
Sao-Lourenco-da-Serra,2016,11,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,67,-23.854077,-46.943522 
Sao-Luis-do-Paraitinga,2016,11,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,52,-23.218731,-45.303744 
Sao-Manuel,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,47,99999,99999 
Sao-Miguel-Arcanjo,2016,11,MASCULINO,MANHA,OUTROS,MOTOCICLETA,20,-23.8445122774226,-48.1970333909736 
Sao-Manuel,2016,11,FEMININO,MADRU,ATROPELAMENTO,PEDESTRE,52,99999,99999 
Sao-Manuel,2016,11,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,17,-23.597851,-46.495959 
Sao-Manuel,2016,11,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,77,-23.547759,-46.500535 
Sao-Manuel,2016,11,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,77,-23.549608,-46.508591 
Sao-Manuel,2016,11,FEMININO,MANHA,COLISAO,AUTOMOVEL,27,-23.445768,-46.735947 
Sao-Manuel,2016,11,FEMININO,MANHA,COLISAO,AUTOMOVEL,47,-23.497683,-46.398491 
Sao-Manuel,2016,11,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,57,-23.633755,-46.667693 
Sao-Manuel,2016,11,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,57,-23.60302,-46.397919 
Sao-Manuel,2016,11,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,42,-23.567288,-46.659396 
Sao-Manuel,2016,11,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,62,-23.743332,-46.691624 
Sao-Manuel,2016,11,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,67,-23.595995,-46.452769 
Sao-Manuel,2016,11,FEMININO,TARDE,CHOQUE,MOTOCICLETA,20,-23.572189,-46.604364 
Sao-Manuel,2016,11,FEMININO,TARDE,COLISAO,AUTOMOVEL,67,-23.552339,-46.610237 
Sao-Manuel,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,17,-23.607513,-46.712522 
Sao-Manuel,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,32,-23.441043,-46.716878 
Sao-Manuel,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,32,99999,99999 
Sao-Manuel,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,37,-23.5818814141322,-46.7318151647959 
Sao-Manuel,2016,11,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,99999,-23.622176,-46.70155 
Sao-Manuel,2016,11,MASCULINO,MADRU,CHOQUE,AUTOMOVEL,27,-23.48807,-46.748348 
Sao-Manuel,2016,11,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,20,-23.686641,-46.755233 
Sao-Manuel,2016,11,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,20,-23.434539808,-46.786286831 
Sao-Manuel,2016,11,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,27,-23.555441,-46.416668 
Sao-Manuel,2016,11,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,27,-23.550941641,-46.6597558199999 
Sao-Manuel,2016,11,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,32,-23.550941641,-46.6597558199999 
Sao-Manuel,2016,11,MASCULINO,MADRU,COLISAO,MOTOCICLETA,20,-23.631761,-46.691532 
Sao-Manuel,2016,11,MASCULINO,MADRU,COLISAO,MOTOCICLETA,20,-23.754492,-46.672726 
Sao-Manuel,2016,11,MASCULINO,MADRU,COLISAO,MOTOCICLETA,37,-23.519187,-46.747256 
Sao-Manuel,2016,11,MASCULINO,MADRU,OUTROS,AUTOMOVEL,47,-23.580774,-46.560233 
Sao-Manuel,2016,11,MASCULINO,MADRU,OUTROS,MOTOCICLETA,20,-23.6228122159999,-46.4979806009999 
Sao-Manuel,2016,11,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,37,-23.535219,-46.454563 
Sao-Manuel,2016,11,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,52,99999,99999 
Sao-Manuel,2016,11,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,57,-23.671658,-46.773222 
Sao-Manuel,2016,11,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,67,-23.4576861402026,-46.5712588470092 
Sao-Manuel,2016,11,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,80,-23.682056,-46.652427 
Sao-Manuel,2016,11,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,99999,-23.6535008056294,-46.6449106544191 
Sao-Manuel,2016,11,MASCULINO,MANHA,CHOQUE,AUTOMOVEL,57,-23.633026,-46.680975 
Sao-Manuel,2016,11,MASCULINO,MANHA,COLISAO,MOTOCICLETA,27,-23.547998,-46.526049 
Sao-Manuel,2016,11,MASCULINO,MANHA,COLISAO,MOTOCICLETA,32,-23.556885,-46.445377 
Sao-Manuel,2016,11,MASCULINO,MANHA,COLISAO,MOTOCICLETA,37,-23.479672,-46.611454 
Sao-Manuel,2016,11,MASCULINO,MANHA,COLISAO,MOTOCICLETA,47,-23.473291,-46.735249 
Sao-Manuel,2016,11,MASCULINO,MANHA,OUTROS,MOTOCICLETA,32,-23.569884,-46.531654 
Sao-Manuel,2016,11,MASCULINO,99999,ATROPELAMENTO,PEDESTRE,47,-23.639457,-46.745372 
Sao-Manuel,2016,11,MASCULINO,99999,99999,99999,20,99999,99999 
Sao-Manuel,2016,11,MASCULINO,99999,OUTROS,CAMINHAO,52,-23.515811,-46.653873 
Sao-Manuel,2016,11,MASCULINO,NOITE,ATROPELAMENTO,MOTOCICLETA,32,-23.745807,-46.707396 
Sao-Manuel,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,27,-23.745807,-46.707396 
Sao-Manuel,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,27,-23.523927151,-46.586910906 
Sao-Manuel,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,42,-23.5864805574156,-46.7531932611297 
Sao-Manuel,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,62,-23.666806,-46.573459 
Sao-Manuel,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,67,-23.721509,-46.688556 
Sao-Manuel,2016,11,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,67,-23.4662026990411,-46.5714446293409 
Sao-Manuel,2016,11,MASCULINO,NOITE,CHOQUE,BICICLETA,52,-23.558445,-46.580341 
Sao-Manuel,2016,11,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,27,-23.605169,-46.503374 
Sao-Manuel,2016,11,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,32,-23.677569,-46.761561 
Sao-Manuel,2016,11,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,32,-23.583796,-46.561734 
Sao-Manuel,2016,11,MASCULINO,NOITE,COLISAO,BICICLETA,57,-23.626546,-46.641471 
Sao-Manuel,2016,11,MASCULINO,NOITE,COLISAO,MOTOCICLETA,17,-23.590209,-46.506704 
