MunAcidente,Ano,Mes,Sexo,Periodo,TipAcidente,Modal,FaixaEt,Latitude,Longitude
Macatuba,2016.0,8.0,Masculino,Tarde,Choque,Automovel,18-24,-48.726787,-48.726787
Macatuba,2016.0,11.0,Masculino,Tarde,Colisao,Motocicleta,45-49,-48.652834000000006,-48.652834000000006
Macedonia,2016.0,9.0,Masculino,Tarde,Outros,Automovel,0-17,-50.1804274422562,-50.1804274422562
Mairinque,2017.0,4.0,Masculino,Tarde,Colisao,Motocicleta,60-64,-47.225899069047095,-47.225899069047095
Mairinque,2016.0,10.0,Masculino,Madrugada,ND,Automovel,60-64,-47.202206,-47.202206
Mairinque,2016.0,12.0,Feminino,Madrugada,Colisao,Automovel,ND,-47.2265267095356,-47.2265267095356
Mairinque,2016.0,9.0,Masculino,Tarde,Outros,Automovel,ND,-47.203614,-47.203614
Mairinque,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-47.203265,-47.203265
Mairinque,2017.0,4.0,Masculino,Tarde,Colisao,Motocicleta,55-59,-47.248906,-47.248906
Mairinque,2017.0,1.0,Masculino,Tarde,Colisao,Automovel,30-34,-47.2332530738859,-47.2332530738859
Mairinque,2017.0,2.0,Masculino,Manha,ND,Motocicleta,25-29,-47.161097043999995,-47.161097043999995
Mairinque,2017.0,2.0,Masculino,Manha,ND,Motocicleta,25-29,-47.161097043999995,-47.161097043999995
Mairinque,2016.0,11.0,Masculino,Noite,ND,ND,40-44,-47.2360041210381,-47.2360041210381
Mairinque,2016.0,10.0,Feminino,Manha,Choque,Automovel,30-34,-47.202759,-47.202759
Mairipora,2017.0,4.0,Masculino,ND,Atropelamento,Pedestre,25-29,-46.593630338202104,-46.593630338202104
Mairipora,2016.0,8.0,Feminino,Tarde,Colisao,Motocicleta,25-29,-46.5851866742,-46.5851866742
Mairipora,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-46.58396,-46.58396
Mairipora,2016.0,11.0,Feminino,Tarde,Atropelamento,Pedestre,60-64,-46.564605549903796,-46.564605549903796
Mairipora,2016.0,9.0,Masculino,Tarde,Choque,Motocicleta,30-34,-46.612673,-46.612673
Mairipora,2017.0,4.0,Masculino,Madrugada,Colisao,Automovel,18-24,-46.5822666395838,-46.5822666395838
Mairipora,2016.0,12.0,Masculino,Tarde,NE,NE,18-24,-46.599577000000004,-46.599577000000004
Mairipora,2017.0,4.0,Masculino,Tarde,Atropelamento,Pedestre,45-49,-46.5822666395838,-46.5822666395838
Mairipora,2017.0,3.0,Masculino,Madrugada,Atropelamento,Pedestre,25-29,-46.573756,-46.573756
Mairipora,2016.0,10.0,Masculino,Tarde,Outros,Motocicleta,30-34,-46.556049933732794,-46.556049933732794
Mairipora,2016.0,10.0,Masculino,Tarde,Outros,Automovel,75-79,-46.566666999999995,-46.566666999999995
Mairipora,2017.0,2.0,Masculino,ND,ND,ND,75-79,-46.590132000000004,-46.590132000000004
Mairipora,2016.0,12.0,Masculino,Noite,Outros,Caminhao,ND,-46.573639918581,-46.573639918581
Mairipora,2016.0,12.0,Masculino,ND,NE,Caminhao,60-64,-46.5645479059499,-46.5645479059499
Mairipora,2016.0,11.0,Feminino,Tarde,Atropelamento,Pedestre,50-54,-46.57097,-46.57097
Mairipora,2017.0,1.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.568853000000004,-46.568853000000004
Mairipora,2017.0,1.0,Masculino,Tarde,Atropelamento,Pedestre,50-54,-46.5735926261516,-46.5735926261516
Manduri,2017.0,1.0,Masculino,Tarde,Colisao,Automovel,25-29,-49.269965,-49.269965
Marapoama,2016.0,8.0,Masculino,Madrugada,Colisao,Motocicleta,55-59,-49.084365000000005,-49.084365000000005
Marilia,2017.0,3.0,Masculino,Noite,Colisao,Motocicleta,25-29,-49.9743549781923,-49.9743549781923
Marilia,2017.0,2.0,ND,Madrugada,Choque,Motocicleta,30-34,-49.942256,-49.942256
Marilia,2017.0,4.0,Masculino,Noite,Colisao,Motocicleta,45-49,-49.9642701363124,-49.9642701363124
Marilia,2016.0,11.0,Feminino,Noite,Atropelamento,Pedestre,60-64,-49.969892,-49.969892
Marilia,2017.0,4.0,Masculino,Tarde,Colisao,Bicicleta,70-74,-49.969424,-49.969424
Marilia,2017.0,3.0,Masculino,Tarde,Colisao,Automovel,70-74,-49.9797287150338,-49.9797287150338
Marilia,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,55-59,-49.9119733066562,-49.9119733066562
Marilia,2017.0,4.0,Masculino,Noite,Atropelamento,Pedestre,ND,-49.922199113612,-49.922199113612
Marilia,2016.0,9.0,Feminino,Madrugada,Choque,Automovel,18-24,-49.969043,-49.969043
Marilia,2017.0,4.0,Masculino,Tarde,Choque,Motocicleta,30-34,-49.9658440617514,-49.9658440617514
Marilia,2016.0,8.0,Masculino,Tarde,Colisao,Motocicleta,30-34,-49.918212,-49.918212
Marilia,2017.0,2.0,Feminino,Madrugada,Atropelamento,Automovel,55-59,-49.873650061000006,-49.873650061000006
Marilia,2017.0,1.0,Masculino,Tarde,Atropelamento,Pedestre,75-79,-49.928513,-49.928513
Marilia,2017.0,1.0,Masculino,Tarde,Atropelamento,Pedestre,70-74,,
Marilia,2016.0,10.0,Masculino,Noite,Outros,Caminhao,50-54,-50.004799271361996,-50.004799271361996
Marilia,2016.0,8.0,Masculino,Tarde,ND,Motocicleta,40-44,,
Marilia,2016.0,10.0,Masculino,Noite,Colisao,Motocicleta,45-49,-49.8985219947262,-49.8985219947262
Marilia,2017.0,2.0,Masculino,Madrugada,Colisao,Motocicleta,30-34,-50.0112947622078,-50.0112947622078
Martinopolis,2016.0,12.0,Masculino,Manha,Outros,Caminhao,45-49,-51.122259,-51.122259
Martinopolis,2016.0,10.0,Masculino,Noite,Colisao,Automovel,18-24,-51.184048,-51.184048
Martinopolis,2016.0,11.0,Masculino,Noite,Choque,Automovel,50-54,-51.20612021,-51.20612021
Martinopolis,2017.0,1.0,Feminino,Noite,Atropelamento,Pedestre,70-74,,
Martinopolis,2016.0,8.0,Masculino,Madrugada,Choque,Automovel,30-34,-51.182764,-51.182764
Martinopolis,2017.0,1.0,Masculino,Noite,Colisao,Automovel,80 Ou Mais,-51.184318,-51.184318
Matao,2017.0,4.0,Masculino,Noite,Outros,ND,55-59,-48.33448,-48.33448
Matao,2016.0,12.0,Feminino,Tarde,Colisao,Motocicleta,45-49,-48.368976,-48.368976
Matao,2016.0,9.0,Masculino,Madrugada,Colisao,Motocicleta,35-39,-48.37225,-48.37225
Matao,2017.0,4.0,Feminino,Tarde,Choque,Automovel,55-59,-48.40975,-48.40975
Matao,2016.0,11.0,Masculino,Noite,Choque,Motocicleta,30-34,-48.51815,-48.51815
Matao,2017.0,2.0,Masculino,Tarde,Atropelamento,Pedestre,40-44,-48.36503,-48.36503
Matao,2016.0,10.0,Masculino,Madrugada,Outros,Motocicleta,18-24,-48.51815,-48.51815
Matao,2016.0,10.0,Masculino,Madrugada,Colisao,Bicicleta,65-69,-48.3356985020583,-48.3356985020583
Matao,2017.0,4.0,Masculino,Noite,Choque,Automovel,25-29,-48.48693,-48.48693
Maua,2017.0,4.0,Masculino,Noite,Atropelamento,Pedestre,75-79,-46.447302,-46.447302
Maua,2017.0,4.0,Masculino,Noite,Colisao,Bicicleta,30-34,-46.421033,-46.421033
Maua,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.4449310564713,-46.4449310564713
Maua,2016.0,8.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.453625,-46.453625
Maua,2017.0,4.0,Feminino,Tarde,Colisao,Motocicleta,45-49,-46.460771899785996,-46.460771899785996
Maua,2017.0,1.0,Feminino,Madrugada,Atropelamento,Pedestre,ND,-46.4836652879999,-46.4836652879999
Maua,2017.0,4.0,Masculino,Noite,Outros,Outros,25-29,-46.463149,-46.463149
Maua,2016.0,11.0,Masculino,Noite,Colisao,Motocicleta,25-29,-46.443508,-46.443508
Maua,2016.0,10.0,Masculino,Noite,Choque,Motocicleta,18-24,-46.444790999999995,-46.444790999999995
Maua,2016.0,11.0,Masculino,Madrugada,Choque,Automovel,25-29,-46.463155,-46.463155
Maua,2016.0,12.0,Masculino,Madrugada,Colisao,Motocicleta,0-17,-46.4403,-46.4403
Maua,2017.0,3.0,Masculino,ND,Outros,Motocicleta,0-17,-46.459326000000004,-46.459326000000004
Maua,2016.0,8.0,Masculino,Manha,Colisao,Caminhao,60-64,,
Maua,2016.0,9.0,Masculino,Manha,Colisao,Motocicleta,18-24,-46.485735999999996,-46.485735999999996
Maua,2016.0,11.0,Masculino,Madrugada,Choque,Automovel,25-29,-46.463155,-46.463155
Maua,2017.0,4.0,Feminino,Tarde,Atropelamento,Pedestre,50-54,-46.459272,-46.459272
Mendonca,2016.0,12.0,Feminino,Noite,Choque,Automovel,45-49,-49.599886178112,-49.599886178112
Mendonca,2016.0,10.0,Masculino,Madrugada,Colisao,Automovel,25-29,-49.6078896408009,-49.6078896408009
Mendonca,2017.0,4.0,Feminino,Noite,Colisao,Automovel,55-59,-49.599886178112,-49.599886178112
Mendonca,2017.0,4.0,Feminino,Noite,Colisao,Automovel,30-34,-49.599886178112,-49.599886178112
Mendonca,2016.0,8.0,Feminino,Noite,Colisao,Automovel,18-24,-49.630396999999995,-49.630396999999995
Mendonca,2016.0,8.0,Feminino,Noite,Colisao,Automovel,0-17,-49.630396999999995,-49.630396999999995
Mendonca,2016.0,8.0,Masculino,Noite,Colisao,Automovel,25-29,-49.630396999999995,-49.630396999999995
Meridiano,2016.0,10.0,Feminino,Noite,Colisao,Automovel,80 Ou Mais,-50.108635538357,-50.108635538357
Meridiano,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,65-69,-50.0998961244199,-50.0998961244199
Mesopolis,2016.0,9.0,Masculino,Tarde,ND,Motocicleta,25-29,-50.616465999999996,-50.616465999999996
Miguelopolis,2016.0,9.0,Masculino,Manha,Colisao,Outros,30-34,-48.041868589893106,-48.041868589893106
Miguelopolis,2016.0,10.0,Masculino,Manha,Colisao,Automovel,25-29,-47.9963939952241,-47.9963939952241
Miguelopolis,2016.0,10.0,Masculino,Manha,Colisao,Automovel,35-39,-47.9963939952241,-47.9963939952241
Miguelopolis,2017.0,3.0,Masculino,Manha,Colisao,Motocicleta,55-59,-48.034383,-48.034383
Mineiros Do Tiete,2017.0,1.0,Masculino,Noite,Colisao,Automovel,50-54,-48.4156395206483,-48.4156395206483
Mineiros Do Tiete,2016.0,9.0,Feminino,Noite,Colisao,Automovel,30-34,-48.426403,-48.426403
Mineiros Do Tiete,2017.0,4.0,Masculino,ND,Choque,Automovel,55-59,,
Mineiros Do Tiete,2016.0,12.0,Masculino,ND,Outros,Automovel,30-34,-48.452932000000004,-48.452932000000004
Miracatu,2017.0,2.0,Masculino,Tarde,Atropelamento,Pedestre,55-59,,
Miracatu,2016.0,8.0,Masculino,Tarde,Atropelamento,Pedestre,50-54,,
Miracatu,2017.0,2.0,Feminino,Noite,Atropelamento,Pedestre,0-17,-47.498816603875895,-47.498816603875895
Miracatu,2016.0,12.0,Masculino,Noite,Colisao,Automovel,50-54,-47.267480407326204,-47.267480407326204
Miracatu,2016.0,10.0,Masculino,Madrugada,Colisao,Automovel,40-44,-47.267480407326204,-47.267480407326204
Miracatu,2016.0,10.0,Feminino,Madrugada,Colisao,Automovel,35-39,-47.267480407326204,-47.267480407326204
Miracatu,2016.0,10.0,Feminino,Madrugada,Colisao,ND,ND,-47.267480407326204,-47.267480407326204
Miracatu,2016.0,12.0,Masculino,Noite,Colisao,NE,ND,-47.267480407326204,-47.267480407326204
Miracatu,2017.0,4.0,Masculino,Noite,Atropelamento,Pedestre,65-69,-47.2713961499628,-47.2713961499628
Miracatu,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,50-54,-47.3670865911138,-47.3670865911138
Miracatu,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,70-74,-47.364706,-47.364706
Miracatu,2017.0,1.0,Masculino,Manha,Choque,Motocicleta,40-44,-47.4011029315388,-47.4011029315388
Miracatu,2016.0,10.0,Masculino,Madrugada,Colisao,Automovel,0-17,-47.267480407326204,-47.267480407326204
Mirandopolis,2017.0,4.0,Feminino,Tarde,Colisao,Automovel,80 Ou Mais,-51.100868974208296,-51.100868974208296
Mirandopolis,2016.0,12.0,Feminino,Manha,Outros,Motocicleta,25-29,-51.113259692,-51.113259692
Mirante Do Paranapanema,2016.0,8.0,Masculino,Manha,Choque,Automovel,50-54,-52.13305,-52.13305
Mirante Do Paranapanema,2016.0,11.0,Masculino,Manha,Outros,Motocicleta,0-17,,
Mirante Do Paranapanema,2017.0,2.0,Masculino,Madrugada,Colisao,Onibus,60-64,-52.107276073589105,-52.107276073589105
Mirante Do Paranapanema,2017.0,2.0,Masculino,Madrugada,Colisao,Onibus,50-54,-52.107276073589105,-52.107276073589105
Mirante Do Paranapanema,2017.0,2.0,Masculino,Madrugada,Colisao,Onibus,30-34,-52.107276073589105,-52.107276073589105
Mirante Do Paranapanema,2017.0,2.0,Feminino,Madrugada,Colisao,Onibus,40-44,-52.107276073589105,-52.107276073589105
Mirante Do Paranapanema,2017.0,2.0,Feminino,Madrugada,Colisao,Onibus,30-34,-52.107276073589105,-52.107276073589105
Mirante Do Paranapanema,2017.0,4.0,Feminino,ND,Colisao,Automovel,75-79,-52.124600019514205,-52.124600019514205
Mirante Do Paranapanema,2017.0,4.0,Masculino,ND,Colisao,Automovel,70-74,-52.124600019514205,-52.124600019514205
Mirante Do Paranapanema,2017.0,4.0,Masculino,Tarde,ND,Automovel,80 Ou Mais,,
Mirante Do Paranapanema,2017.0,2.0,Feminino,Madrugada,Colisao,Onibus,30-34,-52.107276073589105,-52.107276073589105
Mirante Do Paranapanema,2017.0,2.0,Feminino,Madrugada,Colisao,Onibus,18-24,-52.107276073589105,-52.107276073589105
Mirante Do Paranapanema,2017.0,2.0,Feminino,Madrugada,Colisao,Onibus,18-24,-52.107276073589105,-52.107276073589105
Mirante Do Paranapanema,2016.0,9.0,Masculino,Tarde,Colisao,Automovel,70-74,-51.9182539849395,-51.9182539849395
Mirante Do Paranapanema,2016.0,8.0,Masculino,Tarde,Choque,Automovel,25-29,-52.124534999999995,-52.124534999999995
Mirassol,2016.0,10.0,Masculino,Noite,Atropelamento,Pedestre,0-17,-49.50883,-49.50883
Mirassol,2017.0,3.0,Feminino,Tarde,Colisao,Automovel,50-54,-49.52564902211039,-49.52564902211039
Mirassol,2017.0,3.0,Masculino,Tarde,Colisao,Automovel,55-59,-49.52564902211039,-49.52564902211039
Mirassol,2017.0,3.0,Masculino,Tarde,Outros,Motocicleta,30-34,-49.5071197669999,-49.5071197669999
Mirassol,2017.0,2.0,Masculino,Manha,Colisao,Automovel,70-74,-49.535184,-49.535184
Mirassol,2016.0,11.0,Masculino,Manha,Atropelamento,Pedestre,55-59,-49.396095,-49.396095
Mirassol,2016.0,10.0,Feminino,Noite,Atropelamento,Pedestre,25-29,-49.50883,-49.50883
Mirassol,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,75-79,-49.513684000000005,-49.513684000000005
Mirassol,2017.0,4.0,Masculino,Noite,Choque,Automovel,35-39,-49.510474,-49.510474
Mirassolandia,2016.0,12.0,Feminino,Noite,Choque,Automovel,18-24,-49.44881421317329,-49.44881421317329
Mococa,2017.0,2.0,Masculino,Madrugada,Atropelamento,Automovel,25-29,-47.00960082100001,-47.00960082100001
Mococa,2016.0,9.0,Masculino,ND,ND,ND,25-29,-46.978981,-46.978981
Mococa,2017.0,1.0,Masculino,Noite,Choque,Motocicleta,40-44,-47.010102,-47.010102
Mococa,2017.0,1.0,Masculino,Manha,Atropelamento,Pedestre,80 Ou Mais,-46.998196,-46.998196
Mococa,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,0-17,,
Mococa,2016.0,12.0,Masculino,Manha,Colisao,Motocicleta,40-44,-46.963824,-46.963824
Mococa,2016.0,11.0,Masculino,Noite,Colisao,Automovel,18-24,-47.022174074058505,-47.022174074058505
Mogi Das Cruzes,2016.0,8.0,Masculino,Madrugada,Choque,Automovel,25-29,-46.160779,-46.160779
Mogi Das Cruzes,2016.0,8.0,Masculino,Madrugada,Outros,Automovel,18-24,-46.160779,-46.160779
Mogi Das Cruzes,2016.0,8.0,Masculino,Noite,Colisao,Automovel,65-69,-46.2579454379511,-46.2579454379511
Mogi Das Cruzes,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,45-49,-46.1431737186238,-46.1431737186238
Mogi Das Cruzes,2016.0,12.0,Masculino,ND,Colisao,Motocicleta,18-24,-46.08496189677239,-46.08496189677239
Mogi Das Cruzes,2016.0,11.0,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-46.196437,-46.196437
Mogi Das Cruzes,2017.0,2.0,Masculino,Madrugada,Colisao,Automovel,0-17,-46.179241999999995,-46.179241999999995
Mogi Das Cruzes,2017.0,2.0,Masculino,Manha,Outros,Motocicleta,18-24,-46.14784,-46.14784
Mogi Das Cruzes,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.227729,-46.227729
Mogi Das Cruzes,2017.0,2.0,Masculino,Noite,Choque,Motocicleta,18-24,-46.147014,-46.147014
Mogi Das Cruzes,2017.0,2.0,Masculino,Noite,Outros,Bicicleta,60-64,,
Mogi Das Cruzes,2017.0,2.0,Masculino,Tarde,Choque,ND,35-39,-46.190954085178205,-46.190954085178205
Mogi Das Cruzes,2016.0,10.0,Masculino,Madrugada,Atropelamento,Pedestre,55-59,-46.182989,-46.182989
Mogi Das Cruzes,2016.0,12.0,Masculino,Manha,Colisao,Motocicleta,35-39,-46.21378091350571,-46.21378091350571
Mogi Das Cruzes,2017.0,1.0,Masculino,ND,Atropelamento,Pedestre,70-74,,
Mogi Das Cruzes,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,50-54,-46.200454,-46.200454
Mogi Das Cruzes,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,40-44,-46.2718739761338,-46.2718739761338
Mogi Das Cruzes,2017.0,1.0,Masculino,Madrugada,Colisao,Bicicleta,18-24,-46.2252854597681,-46.2252854597681
Mogi Das Cruzes,2016.0,10.0,Feminino,Madrugada,Atropelamento,Pedestre,0-17,-46.169206,-46.169206
Mogi Das Cruzes,2016.0,11.0,Feminino,Noite,Colisao,Automovel,25-29,-46.091584000000005,-46.091584000000005
Mogi Das Cruzes,2017.0,1.0,Masculino,Tarde,Colisao,Automovel,55-59,-46.235795582156,-46.235795582156
Mogi Das Cruzes,2017.0,3.0,Masculino,Tarde,Atropelamento,Pedestre,55-59,-46.186609000000004,-46.186609000000004
Mogi Das Cruzes,2016.0,10.0,Masculino,Noite,Colisao,Automovel,35-39,-46.207845,-46.207845
Mogi Das Cruzes,2016.0,9.0,Masculino,Noite,Colisao,ND,45-49,-46.168854428,-46.168854428
Mogi Das Cruzes,2016.0,12.0,Masculino,ND,Choque,Motocicleta,35-39,-46.209522,-46.209522
Mogi Das Cruzes,2016.0,9.0,Feminino,Noite,Colisao,Bicicleta,40-44,-46.1611460120144,-46.1611460120144
Mogi Das Cruzes,2017.0,4.0,Masculino,Tarde,Atropelamento,Pedestre,45-49,-46.228412,-46.228412
Mogi Das Cruzes,2017.0,3.0,Masculino,Noite,Colisao,Automovel,40-44,-46.2552170775933,-46.2552170775933
Mogi Guacu,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,18-24,-46.995098999999996,-46.995098999999996
Mogi Guacu,2016.0,9.0,Masculino,Noite,ND,ND,30-34,-46.943581,-46.943581
Mogi Guacu,2016.0,9.0,Masculino,Noite,Colisao,Onibus,65-69,-46.9834563849674,-46.9834563849674
Mogi Guacu,2016.0,9.0,Masculino,Noite,Colisao,Onibus,60-64,-46.9834563849674,-46.9834563849674
Mogi Guacu,2016.0,9.0,Masculino,Noite,Colisao,Motocicleta,25-29,-46.9578707085861,-46.9578707085861
Mogi Guacu,2017.0,1.0,Masculino,Noite,Colisao,Motocicleta,25-29,-46.9625460496885,-46.9625460496885
Mogi Guacu,2017.0,1.0,Masculino,Tarde,Colisao,Motocicleta,35-39,-46.961624,-46.961624
Mogi Guacu,2016.0,9.0,Masculino,Noite,Colisao,Automovel,45-49,-46.987020861000005,-46.987020861000005
Mogi Guacu,2016.0,9.0,Feminino,Noite,ND,ND,70-74,-46.789532718000004,-46.789532718000004
Mogi Guacu,2016.0,9.0,Feminino,Noite,Colisao,Onibus,ND,-46.9834563849674,-46.9834563849674
Mogi Guacu,2016.0,9.0,Feminino,Noite,Colisao,Onibus,65-69,-46.9834563849674,-46.9834563849674
Mogi Guacu,2016.0,9.0,Feminino,Manha,Atropelamento,Pedestre,65-69,-46.945682,-46.945682
Mogi Guacu,2016.0,8.0,Masculino,Tarde,Colisao,Motocicleta,40-44,-46.940985999999995,-46.940985999999995
Mogi Guacu,2016.0,8.0,Masculino,Noite,Colisao,Automovel,35-39,-46.968073483000005,-46.968073483000005
Mogi Guacu,2017.0,2.0,Masculino,Noite,Colisao,Motocicleta,18-24,-46.957264,-46.957264
Mogi Guacu,2016.0,8.0,Feminino,Noite,Outros,Automovel,55-59,-46.9834563849674,-46.9834563849674
Mogi Guacu,2016.0,10.0,Masculino,Tarde,Choque,Motocicleta,0-17,-46.949507000000004,-46.949507000000004
Mogi Guacu,2017.0,3.0,Feminino,Manha,Atropelamento,Pedestre,55-59,-46.947505,-46.947505
Mogi Guacu,2017.0,3.0,Masculino,Madrugada,Choque,Motocicleta,25-29,-46.9578707085861,-46.9578707085861
Mogi Guacu,2017.0,3.0,Masculino,Noite,Outros,Automovel,0-17,-46.842863,-46.842863
Mogi Guacu,2016.0,12.0,Masculino,Tarde,Choque,Automovel,70-74,-46.9853055991477,-46.9853055991477
Mogi Guacu,2016.0,10.0,Masculino,Manha,Colisao,Bicicleta,60-64,-46.943503,-46.943503
Mogi Guacu,2016.0,12.0,Feminino,Tarde,Outros,Automovel,45-49,-46.947421254228495,-46.947421254228495
Mogi Guacu,2016.0,11.0,Masculino,Manha,ND,ND,18-24,-46.936106,-46.936106
Mogi Guacu,2016.0,12.0,Masculino,Noite,Atropelamento,Automovel,50-54,-47.132762225406,-47.132762225406
Mogi Mirim,2016.0,11.0,Feminino,Manha,Atropelamento,Pedestre,0-17,,
Mogi Mirim,2016.0,11.0,Masculino,Noite,Outros,Automovel,25-29,-46.911589,-46.911589
Mogi Mirim,2017.0,4.0,Masculino,ND,ND,ND,30-34,,
Mogi Mirim,2017.0,4.0,Masculino,Noite,Colisao,Pedestre,18-24,-46.991148251843995,-46.991148251843995
Mogi Mirim,2017.0,4.0,Masculino,Noite,Colisao,Automovel,60-64,-47.072725,-47.072725
Mogi Mirim,2017.0,4.0,Masculino,Noite,Colisao,Automovel,ND,-47.072725,-47.072725
Mogi Mirim,2017.0,4.0,Masculino,Noite,Colisao,Bicicleta,25-29,-46.9708348854558,-46.9708348854558
Mogi Mirim,2016.0,8.0,Masculino,Manha,Choque,Motocicleta,35-39,,
Mogi Mirim,2017.0,4.0,Masculino,Noite,Colisao,Automovel,18-24,-47.072725,-47.072725
Mogi Mirim,2016.0,10.0,Masculino,Noite,Atropelamento,Pedestre,65-69,,
Mogi Mirim,2016.0,9.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-46.950303999999996,-46.950303999999996
Mogi Mirim,2017.0,3.0,Masculino,Manha,Outros,Caminhao,40-44,-46.9843105662574,-46.9843105662574
Mogi Mirim,2017.0,1.0,Feminino,Noite,Choque,Automovel,25-29,-46.9185537056334,-46.9185537056334
Mogi Mirim,2016.0,12.0,Masculino,Madrugada,NE,Motocicleta,35-39,-47.0652859206813,-47.0652859206813
Mogi Mirim,2016.0,9.0,Masculino,Noite,Colisao,Motocicleta,40-44,-46.9843105662574,-46.9843105662574
Mombuca,2017.0,4.0,Masculino,Noite,Choque,Motocicleta,45-49,-47.568513,-47.568513
Mongagua,2017.0,3.0,Feminino,Noite,Outros,Automovel,75-79,-46.659467941074894,-46.659467941074894
Mongagua,2016.0,9.0,Feminino,Madrugada,Colisao,Motocicleta,18-24,-46.693606862329595,-46.693606862329595
Mongagua,2016.0,12.0,Masculino,Tarde,Atropelamento,Pedestre,30-34,-46.659426,-46.659426
Mongagua,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,55-59,-46.647065000000005,-46.647065000000005
Mongagua,2016.0,12.0,Feminino,Tarde,Atropelamento,Pedestre,75-79,-46.621732,-46.621732
Mongagua,2016.0,11.0,Masculino,Tarde,Colisao,Motocicleta,35-39,-46.644713,-46.644713
Mongagua,2016.0,10.0,Masculino,Manha,ND,Motocicleta,40-44,-46.626442,-46.626442
Monte Alto,2016.0,9.0,Masculino,Madrugada,Colisao,Automovel,55-59,-48.51376821733629,-48.51376821733629
Monte Alto,2017.0,3.0,Masculino,Manha,Colisao,Bicicleta,18-24,-48.45647113081821,-48.45647113081821
Monte Alto,2016.0,9.0,Masculino,Noite,Colisao,Automovel,18-24,-48.529457042702596,-48.529457042702596
Monte Alto,2016.0,11.0,Masculino,Madrugada,ND,ND,50-54,,
Monte Alto,2017.0,4.0,Masculino,Tarde,Outros,Caminhao,40-44,-48.5383281040622,-48.5383281040622
Monte Alto,2016.0,11.0,Feminino,Madrugada,ND,ND,55-59,,
Monte Aprazivel,2017.0,1.0,Masculino,Madrugada,Colisao,Motocicleta,35-39,-49.8953153018575,-49.8953153018575
Monte Aprazivel,2016.0,10.0,Masculino,Madrugada,Colisao,Automovel,60-64,-49.6804013849099,-49.6804013849099
Monte Aprazivel,2016.0,8.0,Masculino,Madrugada,Colisao,Automovel,45-49,-49.764703569,-49.764703569
Monte Aprazivel,2016.0,9.0,Feminino,Noite,Atropelamento,Pedestre,80 Ou Mais,,
Monte Aprazivel,2017.0,2.0,Masculino,Noite,Colisao,Motocicleta,30-34,-49.687795175780295,-49.687795175780295
Monte Azul Paulista,2017.0,2.0,Feminino,Noite,Colisao,Automovel,45-49,-48.608323731863,-48.608323731863
Monte Azul Paulista,2017.0,3.0,Masculino,Noite,Colisao,Automovel,35-39,-48.6212802195189,-48.6212802195189
Monte Mor,2017.0,1.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-47.318149,-47.318149
Monte Mor,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-47.31655,-47.31655
Monte Mor,2017.0,1.0,Feminino,Noite,Colisao,Automovel,40-44,-47.260896114942206,-47.260896114942206
Monte Mor,2016.0,9.0,Masculino,Tarde,Atropelamento,Pedestre,70-74,-47.316496,-47.316496
Monte Mor,2016.0,9.0,Masculino,Madrugada,Colisao,Motocicleta,18-24,-47.317596,-47.317596
Monte Mor,2017.0,4.0,Masculino,Manha,Atropelamento,Pedestre,45-49,-47.260896114942206,-47.260896114942206
Morro Agudo,2016.0,11.0,Feminino,Noite,Colisao,Automovel,25-29,-47.9969347160956,-47.9969347160956
Motuca,2017.0,4.0,Masculino,Tarde,Outros,Caminhao,0-17,-48.212874,-48.212874
Motuca,2017.0,4.0,Feminino,Tarde,Outros,Caminhao,18-24,-48.212874,-48.212874
Motuca,2017.0,4.0,Masculino,Tarde,Outros,Caminhao,18-24,-48.212874,-48.212874
Narandiba,2017.0,4.0,Masculino,Noite,Atropelamento,Pedestre,40-44,,
Natividade Da Serra,2016.0,10.0,Feminino,ND,ND,Motocicleta,40-44,,
Natividade Da Serra,2016.0,10.0,Masculino,Madrugada,Outros,Automovel,35-39,-45.442939,-45.442939
Natividade Da Serra,2016.0,10.0,Masculino,Madrugada,Outros,Automovel,65-69,-45.442939,-45.442939
Natividade Da Serra,2016.0,11.0,Feminino,Noite,ND,ND,55-59,-45.446319,-45.446319
